"greenhouse","species","plant_no","plant","co2","resprouter","drought_phase","water_potential_mpa","osmotic_potential_mpa","transpiration_mean_g_day","plant_height","vol_swc_cm3_per_cm3","ysoil_kpa","water_potential_midday_kpa","whole_plant_leaf_area_mm2","whole_plant_leaf_area_cm2","leaves_biomass","SLA","percentage_biomass_change_1_2","percentage_biomass_change_2_3","whole_plant_conductance","whole_plant_conductivity","leaf_specific_conductance","leaf_specific_conductivity","leaf_specific_transpiration","root_shoot_ratio","stems_biomass","total_aboveground_biomass","total_belowground_biomass"
"F","DPE","3D","FDPE3D","ambient","R+","2",-2.41,-2.2543713,66.6666666666667,,0.111362394553573,-227.108802306757,-2410,167033.797424295,1670.33797424295,5.90558823529412,,31.0810810810811,,0.030540535752362,1.22162143009448,1.82840456382511e-05,0.000731361825530042,0.0399120822819598,,,,
"F","DPE","3D","FDPE3D","ambient","R+","3",-5.71,,20,,0.061,-1670.336197,-5710,146369.822485207,1463.69822485207,5.175,,,-12.3711340206186,0.00495090704952904,0.198036281981162,3.38246433962124e-06,0.00013529857358485,0.0136640187577062,0.419796785,18.839,24.014,10.081
"F","DPE","3W","FDPE3W","ambient","R+","1",-1.51,-1.3497045,96.6666666666667,45,0.268980852024031,-12.2080407716939,-1510,128003.250877877,1280.03250877877,4.01950909090909,31.8454935622318,,,0.0645394482665479,2.90427517199466,5.04201634129763e-05,0.00226890735358393,0.0755189153429332,,,,
"F","DPE","3W","FDPE3W","ambient","R+","2",-1.75,-1.8385164,63.3333333333333,,0.166014750329115,-60.4485743668372,-1750,141020.53062817,1410.2053062817,4.42827272727273,,10.1694915254237,,0.0374852948377106,1.68683826769698,2.65814450355093e-05,0.00119616502659792,0.0449107183551343,,,,
"F","DPE","3W","FDPE3W","ambient","R+","3",-2.85,-2.2276204,48.8888888888889,,0.096,-371.4866046,-2850,119325.064377682,1193.25064377682,3.747,,,-15.3846153846154,0.0197250856015643,0.887628852070395,1.6530546792023e-05,0.000743874605641034,0.0409711816573155,0.457141016,11.769,15.516,7.093
"F","LST","1D","FLST1D","ambient","R-","1",-1.88,-0.9508729,167.692307692308,47,0.251526410418351,-15.248870812108,-1880,510798.52145749,5107.9852145749,26.0497894736842,19.608547008547,,,0.0899274466536124,4.22658999271978,1.76052676106065e-05,0.000827447577698506,0.0328294426565335,,,,
"F","LST","1D","FLST1D","ambient","R-","2",-1.35,-1.4712995,198,,0.139450139231911,-107.75153585435,-1350,593185.379757085,5931.85379757085,30.2513684210526,,16.1290322580645,,0.159388403942341,7.49125498529004,2.68699144283719e-05,0.00126288597813348,0.03337910993037,,,,
"F","LST","1D","FLST1D","ambient","R-","3",-7.5,,16,,0.04,-6766.17809,-7500,313070.061538461,3130.70061538461,15.966,,,-47.2222222222222,0.0218036553310326,1.02477180055853,6.96446515003286e-06,0.000327329862051544,0.00511067711852555,0.208009738,25.109,41.075,8.544
"F","LST","2DG","FLST2DG","ambient","R-","1",-1.84,-1.0165342,130.769230769231,48,0.263371706338027,-13.0913872996413,-1840,197373.496776488,1973.73496776488,11.8895111111111,16.6006402561024,,,0.0715795140819553,3.43581667593386,3.62660211482264e-05,0.00174076901511487,0.0662547063840682,,,,
"F","LST","2DG","FLST2DG","ambient","R-","2",-1.17,-1.4250934,220,,0.165490350405824,-61.0858858666397,-1170,352994.907696412,3529.94907696412,21.2639333333333,,78.8461538461539,,0.198392280516634,9.52282946479842,5.62025899498975e-05,0.00269772431759508,0.0623238452462911,,,,
"F","LST","2DG","FLST2DG","ambient","R-","3",-2.65,,115,,0.102,-303.8524387,-2650,341607.975190076,3416.07975190076,20.578,,,-3.22580645161291,0.0490165247476073,2.35279318788515,1.43487647559556e-05,0.00068874070828587,0.0336643194398527,0.26000388,20.656,41.234,10.721
"F","LST","4D","FLST4D","ambient","R-","1",-1.65,-1.2256776,152.307692307692,35,0.253890748135144,-14.7831813330223,-1650,1291675.03598428,12916.7503598428,59.967,21.5397641366798,,,0.0931422002079534,3.25997700727837,7.21096232513139e-06,0.000252383681379599,0.0117914868728288,,,,
"F","LST","4D","FLST4D","ambient","R-","2",-1.55,-1.70233,218,,0.142661934575822,-99.9173516635236,-1550,1483034.30057454,14830.3430057454,68.851,,14.8148148148148,,0.150336258591942,5.26176905071796,1.01370722533997e-05,0.000354797528868989,0.014699592579588,,,,
"F","LST","4D","FLST4D","ambient","R-","3",-7.5,,24.4444444444444,,0.047,-3964.312636,-7500,334878.71303296,3348.7871303296,15.547,,,-77.4193548387097,0.00691363288885076,0.241977151109777,2.06451847184753e-06,7.22581465146636e-05,0.00729949187365591,0.33961553,18.942,34.489,11.713
"F","LST","5D","FLST5D","ambient","R-","1",-1.66,-1.3448407,148.461538461538,40,0.261281201848171,-13.4418402137411,-1660,206198.413466074,2061.98413466074,10.2163404255319,20.1831971995333,,,0.0901647704207487,3.60659081682995,4.37271892179634e-05,0.00174908756871853,0.0719993602113553,,,,
"F","LST","5D","FLST5D","ambient","R-","2",-1.15,-1.2937708,262,,0.157467642526137,-72.024964228696,-1150,344568.401449887,3445.68401449887,17.0720425531915,,67.1052631578947,,0.243048300105147,9.72193200420586,7.05370251835163e-05,0.00282148100734065,0.0760371522454024,,,,
"F","LST","5D","FLST5D","ambient","R-","3",-3.83,,79,,0.068,-1165.212809,-3830,382552.319719953,3825.52319719953,18.954,,,11.0236220472441,0.0296458945265172,1.18583578106069,7.74950065607219e-06,0.000309980026242888,0.0206507700849473,0.199087279,19.612,38.566,7.678
"F","SRO","1W","FROF1W","ambient","R-","1",-1.23,-0.9314177,225,53,0.263225199399789,-13.1155574695706,-1230,407060.179624727,4070.60179624727,33.2695294117647,12.2352250489237,,,0.184898411168876,9.79961579195044,4.5422868760913e-05,0.00240741204432839,0.0552743823302564,,,,
"F","SRO","1W","FROF1W","ambient","R-","2",-1.21,-1.4275253,210.833333333333,,0.160047233298094,-68.247949710539,-1210,550081.323817198,5500.81323817198,44.9588235294118,,35.1351351351352,,0.184657722558836,9.7868592956183,3.35691677873072e-05,0.00177916589272728,0.0383276661476689,,,,
"F","SRO","1W","FROF1W","ambient","R-","3",-2.57,-1.2670199,101.666666666667,,0.065,-1353.207881,-2570,467569.125244618,4675.69125244618,38.215,,,-15,0.0835530285569401,4.42831051351783,1.78696633387048e-05,0.000947092156951352,0.0217436655197192,0.13657938,35.947,74.162,10.129
"F","SRO","2W","FROF2W","ambient","R-","1",-0.8,-0.9265539,227.142857142857,65,0.259427672255212,-13.7628464601727,-800,247015.531819397,2470.15531819397,17.3006382978723,14.2778276481149,,,0.288898656239031,18.778412655537,0.000116955664330556,0.00760211818148613,0.0919548886136157,,,,
"F","SRO","2W","FROF2W","ambient","R-","2",-1.31,-1.3205217,210.833333333333,,0.158792079034873,-70.0526724854739,-1310,386459.783652928,3864.59783652928,27.0671276595745,,56.4516129032258,,0.170034104396957,11.0522167858022,4.3997878068902e-05,0.00285986207447863,0.0545550513278449,,,,
"F","SRO","2W","FROF2W","ambient","R-","3",-2.48,-1.5442565,87.5,,0.073,-920.9944529,-2480,374507.419210054,3745.07419210054,26.23,,,-3.09278350515463,0.0561255219154056,3.64815892450137,1.4986491331411e-05,0.000974121936541712,0.0233640231172358,0.103333769,27.373,53.603,5.539
"F","SRO","3W","FROF3W","ambient","R-","1",-0.75,-1.0165342,299.230769230769,55,0.262106279938803,-13.3020821850326,-750,294780.561416628,2947.80561416628,30.2393181818182,9.74825423126997,,,0.406178383289425,22.3398110809184,0.000137790084033171,0.00757845462182441,0.101509668002786,,,,
"F","SRO","3W","FROF3W","ambient","R-","2",-1.09,-1.2378371,280.833333333333,,0.167614754515075,-58.5567820695184,-1090,419243.465125871,4192.43465125871,43.0070303030303,,42.2222222222222,,0.27227221862664,14.9749720244652,6.49437000872261e-05,0.00357190350479744,0.0669857390022806,,,,
"F","SRO","3W","FROF3W","ambient","R-","3",-1.96,-2.2178928,177.5,,0.08,-679.8748702,-1960,432344.823411055,4323.44823411055,44.351,,,3.12499999999999,0.138658320087609,7.62620760481848,3.20712340195591e-05,0.00176391787107575,0.0410551926121342,0.117751977,44.794,89.145,10.497
"F","SRO","4W","FROF4W","ambient","R-","1",-1.19,-0.8730521,145,43,0.249064911646314,-15.7541943284969,-1190,165788.918696852,1657.88918696852,13.6803369565217,12.1187745026862,,,0.123483515376136,5.30979116117384,7.44823697185261e-05,0.00320274189789662,0.0874606102384535,,,,
"F","SRO","4W","FROF4W","ambient","R-","2",-1.1,-1.4129339,96.6666666666667,,0.144192030290382,-96.445513341129,-1100,290912.630920891,2909.12630920891,24.0051195652174,,75.4716981132076,,0.0963242832867984,4.14194418133233,3.31110694581675e-05,0.0014237759867012,0.0332287623128175,,,,
"F","SRO","4W","FROF4W","ambient","R-","3",-7.5,,28.3333333333333,,0.056,-2217.833741,-7500,287784.53811529,2877.8453811529,23.747,,,-1.0752688172043,0.00536396090998796,0.230650319129482,1.86388085514139e-06,8.01468767710798e-05,0.00984532856382391,0.168996446,35.343,59.09,9.986
"F","SRO","5W","FROF5W","ambient","R-","1",-1.25,-1.094355,208.571428571429,60,0.254264167850778,-14.7113316108396,-1250,429176.939363907,4291.76939363907,34.0386363636364,12.6085232903865,,,0.168844282238426,10.1306569343055,3.93414153352866e-05,0.0023604849201172,0.0485980045620711,,,,
"F","SRO","5W","FROF5W","ambient","R-","2",-1.05,-1.6901705,116.666666666667,,0.147484506833829,-89.4907151574372,-1050,412009.86178935,4120.0986178935,32.6770909090909,,-4.00000000000001,,0.121463340862748,7.28780045176489,2.94806877522871e-05,0.00176884126513723,0.0283164743096162,,,,
"F","SRO","5W","FROF5W","ambient","R-","3",-7.5,,21.6666666666667,,0.055,-2354.34433,-7500,377675.706640238,3776.75706640238,29.954,,,-8.33333333333333,0.00421067169204244,0.252640301522546,1.11489079599536e-06,6.68934477597214e-05,0.00573684414584432,0.174898201,36.599,66.553,11.64
