"greenhouse","species","plant_no","plant","co2","resprouter","drought_phase","water_potential_mpa","osmotic_potential_mpa","transpiration_mean_g_day","plant_height","vol_swc_cm3_per_cm3","ysoil_kpa","water_potential_midday_kpa","whole_plant_leaf_area_mm2","whole_plant_leaf_area_cm2","leaves_biomass","SLA","percentage_biomass_change_1_2","percentage_biomass_change_2_3","whole_plant_conductance","whole_plant_conductivity","leaf_specific_conductance","leaf_specific_conductivity","leaf_specific_transpiration","root_shoot_ratio","stems_biomass","total_aboveground_biomass","total_belowground_biomass"
"E","ACY","3W","EACY3W","ambient","R+","2",-1.74,-1.3959106,227.272727272727,,0.138713545313109,-109.659998537335,-1740,845539.507963486,8455.39507963486,28.908947368421,,10.8695652173913,,0.139402043174325,9.47933893585409,1.64867569003464e-05,0.00112109946922355,0.0268790192690253,,,,
"E","ACY","3W","EACY3W","ambient","R+","3",-4.34,-3.9664289,25.7142857142857,,0.046,-4257.259112,-4340,315004.914731495,3150.04914731495,10.77,,,-62.7450980392157,0.310780876732742,21.1330996178265,9.86590564777844e-05,0.00670881584048934,0.00816313794221406,0.319795846,62.508,73.278,23.434
"E","ACY","5W","EACY5W","ambient","R+","1",-1.45,-1.3107941,140,62,0.261036603553766,-13.4836391522658,-1450,294996.653829245,2949.96653829245,13.3599215686274,22.0807174887892,,,0.0974579919976557,6.04239550385465,3.30369821937262e-05,0.00204829289601103,0.047458165434323,,,,
"E","ACY","5W","EACY5W","ambient","R+","2",-1.77,-1.4494124,227.272727272727,,0.162943383214783,-64.3088195649647,-1770,414129.91787567,4141.2991787567,18.7552745098039,,40.3846153846154,,0.133243772307459,8.26111388306248,3.21743893778429e-05,0.00199481214142626,0.0548795721976693,,,,
"E","ACY","5W","EACY5W","ambient","R+","3",-2.31,-2.2033014,142.857142857143,,0.086,-534.945982,-2310,289323.641255605,2893.23641255605,13.103,,,-30.1369863013699,0.0804804481488984,4.9897877852317,2.78167548976052e-05,0.00172463880365153,0.0493762425487154,0.427251145,34.073,47.176,20.156
"E","CAL","1W","ECAL1W","ambient","R-","1",-1.44,-1.3837511,131.333333333333,57,0.254409816665317,-14.6834305451178,-1440,598746.64327445,5987.4664327445,36.654,16.3350969409737,,,0.0921432726931409,5.25216654350903,1.53893593773193e-05,0.000877193484507198,0.021934708913789,,,,
"E","CAL","1W","ECAL1W","ambient","R-","2",-1.32,-1.6707153,228.571428571429,,0.151019986156842,-82.7319333043766,-1320,698537.750486859,6985.37750486859,42.763,,16.6666666666667,,0.184738808609096,10.5301120907185,2.64465032105049e-05,0.00150745068299878,0.032721413898121,,,,
"E","CAL","1W","ECAL1W","ambient","R-","3",-3.8,-2.5948373,77.5,,0.058,-1974.278868,-3800,498955.536062042,4989.55536062042,30.545,,,-28.5714285714286,0.0424489800997713,2.41959186568697,8.50756771531102e-06,0.000484931359772728,0.0155324461597643,0.266292054,38.86,69.405,18.482
"E","CAL","3W","ECAL3W","ambient","R-","1",-1.3,-1.1478568,115.333333333333,48,0.249281858886251,-15.7087891234135,-1300,281634.893051534,2816.34893051534,17.82225,15.8024319629415,,,0.0898031010074523,4.31054884835771,3.18863547177799e-05,0.00153054502645344,0.0409513651109379,,,,
"E","CAL","3W","ECAL3W","ambient","R-","2",-1.13,-1.2840432,147.142857142857,,0.140171689394725,-105.923756914498,-1130,547623.403155761,5476.23403155761,34.654375,,94.4444444444445,,0.143683498310166,6.89680791888798,2.62376475297017e-05,0.00125940708142568,0.0268693515096186,,,,
"E","CAL","3W","ECAL3W","ambient","R-","3",-5.16,,26.25,,0.05,-3229.138937,-5160,375513.190735379,3755.13190735379,23.763,,,-31.4285714285714,0.0135949709189407,0.652558604109155,3.62037106934041e-06,0.00017377781132834,0.00699043353140107,0.247463531,22.167,45.93,11.366
"E","CAL","4W","ECAL4W","ambient","R-","1",-1.14,-1.2329733,156.666666666667,50,0.251766061880862,-15.2008061886947,-1140,377119.177620227,3771.19177620227,13.7197826086957,27.4872560576293,,,0.139284120693412,6.96420603467061,3.69337145812501e-05,0.0018466857290625,0.0415430123854469,,,,
"E","CAL","4W","ECAL4W","ambient","R-","2",-1.36,-1.2791794,180.714285714286,,0.145198265270693,-94.2475702734342,-1360,854803.469272515,8548.03469272515,31.0981739130435,,126.666666666667,,0.142772221068005,7.13861105340025,1.67023445973508e-05,0.000835117229867539,0.0211410332562271,,,,
"E","CAL","4W","ECAL4W","ambient","R-","3",-5.28,-3.5043679,57.5,,0.073,-920.9944529,-5280,578249.405684348,5782.49405684348,21.037,,,-32.3529411764706,0.0131910820894124,0.659554104470619,2.28120979628175e-06,0.000114060489814088,0.00994380615609103,0.221437156,27.225,48.262,10.687
"E","CAL","5W","ECAL5W","ambient","R-","1",-1.12,-1.2621561,390,57,0.253634417724895,-14.8327664509403,-1120,590422.616652789,5904.22616652789,24.612,23.9892173189009,,,0.352887769525685,20.1146028629641,5.97686740942054e-05,0.00340681442336971,0.0660543802015884,,,,
"E","CAL","5W","ECAL5W","ambient","R-","2",-1.1,-1.5029142,454.285714285714,,0.16910051941981,-56.8685053906091,-1100,1349537.40949209,13495.3740949209,56.256,,128.571428571429,,0.435501867821396,24.8236064658196,3.22704553988838e-05,0.00183941595773637,0.0336623283719633,,,,
"E","CAL","5W","ECAL5W","ambient","R-","3",-2.33,-1.9066096,257.5,,0.092,-427.7752444,-2330,1518229.5856786,15182.295856786,63.288,,,12.5,0.135367810371482,7.71596519117449,8.91616206457847e-06,0.000508221237680973,0.0169605442041828,0.221569288,55.492,118.78,26.318
"E","DPE","1W","EDPE1W","ambient","R+","1",-1.95,-1.361864,34.1666666666667,30,0.22467650460301,-22.1696408240938,-1950,91650.5001408847,916.505001408847,3.65952380952381,25.0443786982249,,,0.0177228595369107,0.531685786107321,1.93374389770565e-05,0.000580123169311696,0.037279301928681,,,,
"E","DPE","1W","EDPE1W","ambient","R+","2",-2.8,,33.3333333333333,,0.103701928331823,-287.633156451987,-2800,129694.10397295,1296.9410397295,5.17857142857143,,41.5094339622641,,0.013267701497867,0.39803104493601,1.02299958837251e-05,0.000306899876511754,0.0257015024679037,,,,
"E","DPE","1W","EDPE1W","ambient","R+","3",-4.43,,25.5555555555556,,0.061,-1670.336197,-4430,108943.047337278,1089.43047337278,4.35,,,-16,0.00926038727173013,0.277811618151904,8.50020951136127e-06,0.000255006285340838,0.02345772050642,0.462856372,17.888,22.238,10.293
"E","DPE","2W","EDPE2W","ambient","R+","1",-1.47,-1.1308335,48.3333333333333,45,0.264773481163273,-12.8630327835939,-1470,126994.737513086,1269.94737513086,4.58019708029197,27.7269155206287,,,0.0331700687174695,1.49265309228613,2.61192466452019e-05,0.00117536609903408,0.0380593198425667,,,,
"E","DPE","2W","EDPE2W","ambient","R+","2",-2.08,-1.6196454,111.111111111111,,0.157993820146324,-71.2328571188001,-2080,167547.678903819,1675.47678903819,6.04278102189781,,31.9327731092437,,0.0553130866884566,2.48908890098055,3.30133410682515e-05,0.00148560034807132,0.0663161148146342,,,,
"E","DPE","2W","EDPE2W","ambient","R+","3",-2.4,-2.0695469,96.6666666666667,,0.06,-1764.415648,-2400,146204.025540275,1462.04025540275,5.273,,,-12.7388535031847,0.152091010992459,6.84409549466064,0.000104026554966889,0.00468119497351,0.0661176505294225,0.294636441,25.341,30.614,9.02
"E","DPE","3W","EDPE3W","ambient","R+","1",-1.89,-1.1867672,40,35,0.252208524895901,-15.1125824936605,-1890,83969.6,839.696,3.81333333333333,22.02,,,0.0213346143488452,0.746711502209581,2.54075455270064e-05,0.000889264093445224,0.0476362874183038,,,,
"E","DPE","3W","EDPE3W","ambient","R+","2",-1.88,-1.6488282,48.8888888888889,,0.145852592692511,-92.8532002505178,-1880,111959.466666667,1119.59466666667,5.08444444444444,,33.3333333333333,,0.0273558327137659,0.957454144981806,2.44336933072498e-05,0.000855179265753742,0.0436665968001118,,,,
"E","DPE","3W","EDPE3W","ambient","R+","3",-2.68,-2.456219,28.8888888888889,,0.074,-880.3779261,-2680,100763.52,1007.6352,4.576,,,-10,0.0160527531351531,0.561846359730357,1.59311158791923e-05,0.000557589055771729,0.0286699877980532,0.403843805,19.983,24.559,9.918
"E","DPE","4W","EDPE4W","ambient","R+","1",-1.78,-1.5248013,125,40,0.27213374820991,-11.7454220895704,-1780,167501.946839272,1675.01946839272,8.09829133858268,20.683615819209,,,0.0706911784997125,2.8276471399885,4.22031981321057e-05,0.00168812792528423,0.0746259982995569,,,,
"E","DPE","4W","EDPE4W","ambient","R+","2",-1.93,-1.7461042,166.666666666667,,0.169803239735334,-56.0920611013036,-1930,174135.687308154,1741.35687308154,8.4190157480315,,3.96039603960395,,0.0889406908455798,3.55762763382319,5.10755102646986e-05,0.00204302041058794,0.0957108041683206,,,,
"E","DPE","4W","EDPE4W","ambient","R+","3",-2.09,,125.555555555556,,0.089,-477.4681686,-2090,210621.259887006,2106.21259887006,10.183,,,20.952380952381,0.0778623733874129,3.11449493549652,3.69679553855032e-05,0.00147871821542013,0.0596120048008989,0.343994468,36.091,46.274,15.918
"E","DPE","5W","EDPE5W","ambient","R+","1",-1.99,-1.3399769,101.666666666667,50,0.247985285155352,-15.9827092400634,-1990,82002.3951863354,820.023951863354,5.71555900621118,14.3472222222222,,,0.0515024195292272,2.57512097646136,6.28059941568748e-05,0.00314029970784374,0.123980118429038,,,,
"E","DPE","5W","EDPE5W","ambient","R+","2",-1.91,-1.7971741,128.888888888889,,0.142264946172301,-100.844622455209,-1910,113176.85947205,1131.7685947205,7.88841614906832,,38.0165289256199,,0.0712425756729664,3.56212878364832,6.29480054538539e-05,0.00314740027269269,0.113882722572559,,,,
"E","DPE","5W","EDPE5W","ambient","R+","3",-3.51,,50,,0.055,-2354.34433,-3510,109110.625,1091.10625,7.605,,,-3.5928143712575,0.0432654823560031,2.16327411780016,3.96528590648281e-05,0.00198264295324141,0.0458250514099795,0.290276472,45.565,53.17,15.434
"E","LST","1D","ELST1D","ambient","R-","1",-1.4,-1.2013586,111.538461538462,45,0.240091795120421,-17.791865387765,-1400,328669.836512524,3286.69836512524,15.1741,21.6599229287091,,,0.080695850896401,3.63131329033805,2.45522533350352e-05,0.00110485140007659,0.0339363242827461,,,,
"E","LST","1D","ELST1D","ambient","R-","2",-1.78,-1.605054,76,,0.125049422239065,-154.648778840259,-1780,240490.124277457,2404.90124277457,11.103,,-26.8292682926829,,0.0467591244345155,2.1041605995532,1.94432617867372e-05,0.000874946780403173,0.0316021292884018,,,,
"E","LST","1D","ELST1D","ambient","R-","3",-7.5,,32,,0.047,-3964.312636,-7500,240490.124277457,2404.90124277457,11.103,,,0,0.00905057396358645,0.40727582836139,3.76338695436187e-06,0.000169352412946284,0.0133061597003797,0.320585177,15.829,26.932,8.634
"E","LST","1W","ELST1W","ambient","R-","1",-1.43,-1.0189661,103.846153846154,49,0.267066063436707,-12.5006123831886,-1430,137523.708618785,1375.23708618785,6.3215,21.7549171270718,,,0.073260104909637,3.58974514057221,5.3270890994304e-05,0.0026102736587209,0.0755114553622279,,,,
"E","LST","1W","ELST1W","ambient","R-","2",-1.58,-1.3180898,157.333333333333,,0.161345724453656,-66.4440828713325,-1580,421166.357645028,4211.66357645028,19.35959375,,206.25,,0.103949468633975,5.09352396306476,2.46813323873287e-05,0.00120938528697911,0.0373565766774608,,,,
"E","LST","1W","ELST1W","ambient","R-","3",-3.03,-2.1206168,69,,0.066,-1286.424046,-3030,275047.417237569,2750.47417237569,12.643,,,-34.6938775510204,0.0395738423908088,1.93911827714963,1.4388007270989e-05,0.000705012356278459,0.0250865835036735,0.310896811,18.155,30.798,9.575
"E","LST","4W","ELST4W","ambient","R-","1",-1.71,-1.0092385,130.769230769231,40,0.250502661802462,-15.456436434836,-1710,159882.131735945,1598.82131735945,7.49337254901961,21.3364717542121,,,0.0771707695104069,3.08683078041627,4.82672883282911e-05,0.00193069153313164,0.0817910227674497,,,,
"E","LST","4W","ELST4W","ambient","R-","2",-1.04,-1.3034984,188.666666666667,,0.149867068582123,-84.8606201477803,-1040,385170.590091141,3851.70590091141,18.0522156862745,,140.909090909091,,0.197527890323041,7.90111561292164,5.12832223966791e-05,0.00205132889586717,0.0489826252367876,,,,
"E","LST","4W","ELST4W","ambient","R-","3",-2.53,-1.8385164,108,,0.055,-2354.34433,-2530,370635.850842418,3706.35850842418,17.371,,,-3.77358490566039,0.614839247716854,24.5935699086742,0.000165887689040169,0.00663550756160674,0.0291391131631025,0.310743802,19.534,36.905,11.468
"E","SRO","1W","EROF1W","ambient","R-","1",-1.03,-1.021398,71.4285714285714,37,0.256712542372881,-14.2513235388697,-1030,174678.762253234,1746.78762253234,11.9153076923077,14.6600294985251,,,0.070321107065016,2.60188096140559,4.02573879949245e-05,0.00148952335581221,0.0408913885736268,,,,
"E","SRO","1W","EROF1W","ambient","R-","2",-0.96,-1.6366687,95,,0.144000677966102,-96.8710163535441,-960,245844.183911958,2458.44183911958,16.7696923076923,,40.7407407407407,,0.11006466217674,4.07239250053938,4.47700899103459e-05,0.0016564933266828,0.0386423622020773,,,,
"E","SRO","1W","EROF1W","ambient","R-","3",-7.5,,38.3333333333333,,0.064,-1424.576192,-7500,168209.178466077,1682.09178466077,11.474,,,-31.578947368421,0.00630957354495282,0.233454221163254,3.75102809638018e-06,0.000138788039566067,0.0227890854012251,0.302424922,11.702,23.176,7.009
"E","SRO","2W","EROF2W","ambient","R-","1",-0.89,-1.0189661,77.8571428571429,39,0.241704789302106,-17.401299122739,-890,231866.244827775,2318.66244827775,17.2428113207547,13.4471253274507,,,0.0892244542409583,3.47975371539737,3.84810019704388e-05,0.00150075907684711,0.0335784723278602,,,,
"E","SRO","2W","EROF2W","ambient","R-","2",-1.2,-1.5150737,70,,0.131323433369903,-131.482456080669,-1200,240959.038742589,2409.59038742589,17.919,,3.92156862745097,,0.0655113249177355,2.55494167179168,2.7187743302595e-05,0.0010603219888012,0.029050580698398,,,,
"E","SRO","2W","EROF2W","ambient","R-","3",-4.26,-3.769445,41.6666666666667,,0.063,-1500.922867,-4260,240959.038742589,2409.59038742589,17.919,,,0,0.0151016679339304,0.588965049423285,6.26731747135791e-06,0.000244425381382959,0.017292012320475,0.185177882,17.582,35.501,6.574
"E","SRO","3W","EROF3W","ambient","R-","1",-1.1,-0.9776238,83.5714285714286,40,0.256824858755989,-14.2306733072025,-1100,129388.12654321,1293.8812654321,9.35475,13.8312757201646,,,0.0769697821783041,3.07879128713217,5.94875157672212e-05,0.00237950063068885,0.064589719941203,,,,
"E","SRO","3W","EROF3W","ambient","R-","2",-1.21,-1.6366687,105.833333333333,,0.147079096044124,-90.3110496324751,-1210,251588.023834019,2515.88023834019,18.1897916666667,,94.4444444444444,,0.094520298069026,3.78081192276104,3.75694743448456e-05,0.00150277897379383,0.0420661252950399,,,,
"E","SRO","3W","EROF3W","ambient","R-","3",-5.16,-4.4138985,34.1666666666667,,0.056,-2217.833741,-5160,172517.502057613,1725.17502057613,12.473,,,-31.4285714285714,0.0116127586475278,0.464510345901111,6.73135102759001e-06,0.000269254041103601,0.0198047538708603,0.178449057,12.918,25.391,4.531
"E","SRO","4W","EROF4W","ambient","R-","1",-0.87,-0.9143944,276.428571428571,60,0.271391242951686,-11.8522859041752,-870,118071.480548531,1180.71480548531,8.13532075471698,14.5134388807069,,,0.322122365285126,19.3273419171076,0.000272819790002314,0.0163691874001388,0.234119679150589,,,,
"E","SRO","4W","EROF4W","ambient","R-","2",-0.9,-1.2597242,266.666666666667,,0.183467514138127,-43.398390703654,-900,285000.125461972,2850.00125461972,19.6369811320755,,141.379310344828,,0.311307688162902,18.6784612897741,0.000109230719691188,0.00655384318147129,0.0935672102720699,,,,
"E","SRO","4W","EROF4W","ambient","R-","3",-1.34,-9.9245839,309.166666666667,,0.098,-346.9427806,-1340,431571.618556701,4315.71618556701,29.736,,,51.4285714285714,0.31132814970467,18.6796889822802,7.21382353051483e-05,0.0043282941183089,0.0716373953645535,0.19102631,23.932,53.668,10.252
"E","SRO","5W","EROF5W","ambient","R-","1",-0.89,-0.9095306,148.571428571429,55,0.246288593678029,-16.3506282667078,-890,296620.185501309,2966.20185501309,23.8714252873563,12.4257425742574,,,0.170058416314851,9.35321289731683,5.73320443541092e-05,0.00315326243947601,0.0500881045301528,,,,
"E","SRO","5W","EROF5W","ambient","R-","2",-0.99,-1.3959106,194.166666666667,,0.143110627576334,-98.8826263685591,-990,377951.526687151,3779.51526687151,30.416816091954,,27.4193548387097,,0.217891236791184,11.9840180235151,5.7650577231705e-05,0.00317078174774378,0.0513734309710535,,,,
"E","SRO","5W","EROF5W","ambient","R-","3",-5.67,,40,,0.045,-4579.02287,-5670,416225.099009901,4162.25099009901,33.497,,,10.126582278481,0.0366643799398435,2.01654089669139,8.8087864059758e-06,0.000484483252328669,0.00961018451197449,0.142058765,31.814,65.311,9.278
"F","ACY","1W","FACY1W","ambient","R+","1",-1.65,-1.0286937,230,62,0.251777256884075,-15.1985657372953,-1650,207769.863590214,2077.69863590214,10.02075,20.7339633849976,,,0.140689869227898,8.72277189212968,6.77142809822417e-05,0.00419828542089898,0.110699403669836,,,,
"F","ACY","1W","FACY1W","ambient","R+","2",-2,-1.4275253,254.545454545455,,0.143938273833227,-97.0103103443667,-2000,304729.133265648,3047.29133265648,14.6971,,46.6666666666667,,0.133760816429603,8.29317061863539,4.38949879836389e-05,0.00272148925498561,0.0835317095604228,,,,
"F","ACY","1W","FACY1W","ambient","R+","3",-3.46,-2.9280076,38.5714285714286,,0.06,-1764.415648,-3460,277026.484786953,2770.26484786953,13.361,,,-9.0909090909091,0.022748162617762,1.41038608230124,8.21154794468712e-06,0.000509115972570601,0.0139233722007092,0.396044092,41.797,55.158,21.845
"F","ACY","2D","FACY2D","ambient","R+","1",-1.54,-1.1721758,134.375,54,0.255368440156475,-14.5015007402969,-1540,689132.562043796,6891.32562043796,32.0509090909091,21.5011861313869,,,0.0880859601403802,4.75664184758053,1.2782150342619e-05,0.000690236118501427,0.0194991511649772,,,,
"F","ACY","2D","FACY2D","ambient","R+","2",-1.95,-1.2670199,117.272727272727,,0.153673524902237,-78.0901819738464,-1950,826959.074452555,8269.59074452555,38.4610909090909,,20,,0.0626487056926632,3.38303010740381,7.57579276025679e-06,0.000409092809053867,0.0141812008472561,,,,
"F","ACY","2D","FACY2D","ambient","R+","3",-2.47,-2.7383194,68.5714285714286,,0.081,-652.4458276,-2470,252681.939416058,2526.81939416058,11.752,,,-69.4444444444444,0.0377273093769101,2.03727470635314,1.49307502800148e-05,0.000806260515120802,0.0271374474685035,0.280268469,30.115,41.867,11.734
"F","ACY","2W","FACY2W","ambient","R+","1",-1.99,-0.9654643,196.875,64,0.265574691688322,-12.7348382085256,-1990,296533.571445034,2965.33571445034,10.98328,26.9986353297953,,,0.0995693464915065,6.37243817545642,3.35777652446893e-05,0.00214897697566011,0.0663921454291367,,,,
"F","ACY","2W","FACY2W","ambient","R+","2",-1.61,-1.4931866,239.090909090909,,0.178710284908661,-47.3474448462723,-1610,390885.162359363,3908.85162359363,14.47796,,31.8181818181818,,0.153003243300868,9.79220757125556,3.91427605942749e-05,0.00250513667803359,0.0611665348584143,,,,
"F","ACY","2W","FACY2W","ambient","R+","3",-4.32,-2.6702262,45.7142857142857,,0.125,-154.8515663,-4320,336969.967551175,3369.69967551175,12.481,,,-13.7931034482759,0.0109754277529256,0.702427376187241,3.25709375013036e-06,0.000208454000008343,0.0135662789317695,0.225778187,54.855,67.336,15.203
"F","ACY","3W","FACY3W","ambient","R+","1",-1.5,-0.9314177,263.75,46,0.228751822380425,-20.8871300448723,-1500,303700.804884818,3037.00804884818,10.1,30.0693866222592,,,0.178316344450442,8.20255184472032,5.87144787179837e-05,0.00270086602102725,0.0868453411244761,,,,
"F","ACY","3W","FACY3W","ambient","R+","2",-1.96,-1.8117655,136.363636363636,,0.113709449499069,-211.936964279818,-1960,425181.126838745,4251.81126838746,14.14,,40,,0.078008420507248,3.58838734333341,1.83471032891903e-05,0.000843966751302755,0.0320718930723738,,,,
"F","ACY","3W","FACY3W","ambient","R+","3",-7.5,,7.14285714285714,,0.052,-2835.444896,-7500,121480.321953927,1214.80321953927,4.04,,,-71.4285714285714,0.0015313051263414,0.0704400358117044,1.26053759301211e-06,5.79847292785572e-05,0.00587984706326853,0.36892849,17.845,21.885,8.074
"F","ACY","4W","FACY4W","ambient","R+","1",-1.89,-1.0821955,125,43,0.236997427729485,-18.5736455914725,-1890,276393.639543791,2763.93639543791,11.6018823529412,23.8231720625682,,,0.066793972258399,2.87214080711116,2.4166247952973e-05,0.00103914866197784,0.0452253533063648,,,,
"F","ACY","4W","FACY4W","ambient","R+","2",-2.91,-2.1911419,42.7272727272727,,0.123226241288807,-162.364538498442,-2910,286264.84095607,2862.6484095607,12.0162352941176,,3.57142857142858,,0.0155505609553906,0.668674121081795,5.43222873736597e-06,0.000233585835706737,0.0149257843137746,,,,
"F","ACY","4W","FACY4W","ambient","R+","3",-7.5,-5.3477481,24.2857142857143,,0.087,-514.8325218,-7500,167810.42400873,1678.1042400873,7.044,,,-41.3793103448276,0.00347675476092843,0.149500454719923,2.0718347989798e-06,8.90888963561314e-05,0.0144721130580367,0.372084441,20.052,27.096,10.082
"F","CAL","1D","FCAL1D","ambient","R-","1",-1.28,-1.3229536,123.333333333333,57,0.259830508483403,-13.6922389925242,-1280,223306.939676519,2233.06939676519,15.0214285714286,14.8658923227355,,,0.0973960178805263,5.55157301919,4.36153117415936e-05,0.00248607276927083,0.0552304077571404,,,,
"F","CAL","1D","FCAL1D","ambient","R-","2",-1.45,-1.4567081,109.285714285714,,0.153050847466454,-79.1483420540206,-1450,316351.497875069,3163.51497875069,21.2803571428571,,41.6666666666667,,0.0797210359357649,4.5440990483386,2.5200144924633e-05,0.00143640826070408,0.0345456604504122,,,,
"F","CAL","1D","FCAL1D","ambient","R-","3",-7.5,,18.75,,0.1,-324.4683167,-7500,260524.762955939,2605.24762955939,17.525,,,-17.6470588235294,0.00261304678559749,0.148943666779057,1.00299363329213e-06,5.71706370976515e-05,0.00719701259383587,0.299059255,23.4,40.925,12.239
"F","CAL","1W","FCAL1W","ambient","R-","1",-1.01,-1.1478568,153.333333333333,66,0.263662707474065,-13.0435507027557,-1010,411014.295835643,4110.14295835643,18.1551219512195,22.6390269886364,,,0.153801435801351,10.1508947628892,3.74199723366444e-05,0.00246971817421853,0.0373060827535421,,,,
"F","CAL","1W","FCAL1W","ambient","R-","2",-1.43,-1.4640038,206.428571428571,,0.156247453236777,-73.9064557107488,-1430,616521.443753465,6165.21443753465,27.2326829268293,,50,,0.152222958584147,10.0467152665537,2.4690618651866e-05,0.00162958083102316,0.0334827885583033,,,,
"F","CAL","1W","FCAL1W","ambient","R-","3",-5.16,-3.1663338,73.75,,0.058,-1974.278868,-5160,561719.537642045,5617.19537642045,24.812,,,-8.8888888888889,0.0231501744641722,1.52791151463536,4.12130483503398e-06,0.000272006119112243,0.0131293279043815,0.185247542,38.147,62.959,11.663
"F","CAL","2W","FCAL2W","ambient","R-","1",-1.45,-1.1721758,184.666666666667,70,0.25881976511595,-13.8702978230122,-1450,233611.568297349,2336.11568297349,10.2785,22.7281770975676,,,0.128586343132334,9.00104401926337,5.50427977815999e-05,0.00385299584471199,0.0790485967850772,,,,
"F","CAL","2W","FCAL2W","ambient","R-","2",-1.5,-1.483459,171.428571428571,,0.153311290539678,-78.7034958896018,-1500,667461.623706711,6674.61623706711,29.3671428571429,,185.714285714286,,0.120614221545468,8.44299550818279,1.80705852234087e-05,0.00126494096563861,0.0256836596052597,,,,
"F","CAL","2W","FCAL2W","ambient","R-","3",-3.83,-2.6386115,77.5,,0.057,-2091.448376,-3830,467223.136594698,4672.23136594698,20.557,,,-30,0.0445773360595935,3.12041352417154,9.54090937886558e-06,0.00066786365652059,0.0165873634950636,0.218233717,25.687,46.244,10.092
"F","CAL","3W","FCAL3W","ambient","R-","1",-1.46,-1.2743156,156,62,0.257197330403019,-14.1624696606478,-1460,319323.723773718,3193.23723773718,17.7777777777778,17.9619594622716,,,0.107895940398909,6.68954830473233,3.37888895706875e-05,0.00209491115338263,0.0488532446497919,,,,
"F","CAL","3W","FCAL3W","ambient","R-","2",-1.46,-1.5053461,157.142857142857,,0.150841398199629,-83.0570830297648,-1460,447053.213283205,4470.53213283205,24.8888888888889,,40,,0.114124452950183,7.07571608291134,2.55281585187681e-05,0.00158274582816362,0.0351508170557111,,,,
"F","CAL","3W","FCAL3W","ambient","R-","3",-4.1,-3.0471707,46.25,,0.053,-2661.937093,-4100,287391.351396346,2873.91351396346,16,,,-35.7142857142857,0.0321613190736447,1.99400178256597,1.11907748501765e-05,0.000693828040710944,0.0160930382126273,0.229049024,19.595,35.595,8.153
"F","CAL","4W","FCAL4W","ambient","R-","1",-1.34,-1.0238299,154.666666666667,70,0.260934840163446,-13.5010791405847,-1340,190497.100787648,1904.97100787648,7.42421428571429,25.6588904167548,,,0.116597657362933,8.16183601540532,6.12070508584313e-05,0.00428449356009019,0.0811910869126965,,,,
"F","CAL","4W","FCAL4W","ambient","R-","2",-1.49,-1.264588,109.285714285714,,0.1520365350787,-80.9123466518378,-1490,294404.610308184,2944.04610308184,11.4737857142857,,54.5454545454545,,0.077557782885996,5.42904480201972,2.63439430533402e-05,0.00184407601373381,0.0371209248969687,,,,
"F","CAL","4W","FCAL4W","ambient","R-","3",-4.7,-3.1833571,41.25,,0.049,-3452.806897,-4700,242450.855547916,2424.50855547916,9.449,,,-17.6470588235294,0.0330742688528161,2.31519881969713,1.36416383345282e-05,0.000954914683416974,0.017013757244444,0.262613251,13.84,23.289,6.116
"F","DPE","1D","FDPE1D","ambient","R+","1",-1.76,-1.337545,53.3333333333333,36,0.262261911921393,-13.2759323802624,-1760,50747.9412646089,507.479412646089,2.25617021276596,22.4929577464789,,,0.0305333477233246,1.09920051803968,6.01666727012987e-05,0.00216600021724675,0.105094575275958,,,,
"F","DPE","1D","FDPE1D","ambient","R+","2",-1.73,-1.7801508,88.8888888888889,,0.160143267853597,-68.1123713105538,-1730,82465.4045549895,824.654045549895,3.66627659574468,,62.5,,0.0534867023223382,1.92552128360417,6.48595645785891e-05,0.00233494432482921,0.107789307975341,,,,
"F","DPE","1D","FDPE1D","ambient","R+","3",-2.54,,54.4444444444444,,0.088,-495.6923741,-2540,119257.661971831,1192.57661971831,5.302,,,44.6153846153846,0.0266322170668788,0.958759814407637,2.23316612337825e-05,0.000803939804416171,0.045652785359237,0.369509346,20.378,25.68,9.489
"F","DPE","1W","FDPE1W","ambient","R+","1",-1.7,-1.4615719,104.166666666667,45,0.252854540287923,-14.9849651990253,-1700,164036.184090216,1640.36184090216,7.55764705882353,21.7046632124352,,,0.0618194286195021,2.78187428787759,3.76864586081219e-05,0.00169589063736549,0.0635022493630901,,,,
"F","DPE","1W","FDPE1W","ambient","R+","2",-1.36,-1.5588479,81.1111111111111,,0.141413862321822,-102.870622746025,-1360,153783.922584578,1537.83922584578,7.08529411764706,,-6.25,,0.0645208938544472,2.90344022345013,4.19555521605076e-05,0.00188799984722284,0.0527435571598856,,,,
"F","DPE","1W","FDPE1W","ambient","R+","3",-5.43,,16.6666666666667,,0.051,-3023.967797,-5430,87144.2227979274,871.442227979274,4.015,,,-43.3333333333333,0.0069270339132974,0.311716526098383,7.94893073905772e-06,0.000357701883257598,0.0191253833375895,0.31619204,19.126,23.141,7.317
"F","DPE","3D","FDPE3D","ambient","R+","1",-1.75,-1.556416,70,40,0.231277648790861,-20.1404514477088,-1750,127427.84545771,1274.2784545771,4.50529411764706,28.284023668639,,,0.0404657129872668,1.61862851949067,3.1755785277478e-05,0.00127023141109912,0.0549330483840217,,,,
