"plant","species","plant_no","greenhouse","co2","resprouter","drought_phase","water_potential_mpa","water_potential_midday_log","osmotic_potential_mpa","osmotic_potential_log","transpiration_mean_g_day","transpiration_mean_log","whole_plant_conductance","whole_plant_conductance_log","whole_plant_conductivity","whole_plant_conductivity_log","leaf_specific_transpiration","leaf_specific_transpiration_log","leaf_specific_conductance","leaf_specific_conductance_log","leaf_specific_conductivity","leaf_specific_conductivity_log","whole_plant_leaf_area_cm2","whole_plant_leaf_area_log","leaves_biomass","leaves_biomass_log"
"ADPE3W","DPE","3W","A","elevated","R+","2",-2.03,0.708035793053696,,,133.333333333333,4.89285225843987,0.0691976134041793,-2.67078890533216,2.28352124233792,0.825718656134319,0.0871851062788401,-2.43972176220969,4.5247509591641e-05,-10.0033629259817,0.00149316781652415,-6.50685536451525,1529.3131937799,7.33257402064956,7.08611842105263,1.95813771827832
"ADPE3W","DPE","3W","A","elevated","R+","3",-7.43,2.00552585872967,,,23.3333333333333,3.14988295338125,0.00507847502210158,-5.28274425495822,0.167589675729352,-1.78623669349174,0.0210792937878117,-3.85946405739712,4.58788572792611e-06,-12.2920912657366,0.000151400229021562,-8.79558370427011,1106.93145454545,7.00934701077837,5.129,1.63491070840713
"ADPE4W","DPE","4W","A","elevated","R+","1",-1.85,0.615185639090233,-1.2937708,0.25756105519699,60,4.0943445622221,0.0326634448591457,-3.42149872060446,1.46985501866156,0.385163769165863,0.00587298749767683,-5.13739183122372,3.19720005481365e-06,-12.6532351140503,0.000143874002466614,-8.84657262427996,10216.2655758648,9.23173639344582,58.8945833333333,4.07574912264819
"ADPE4W","DPE","4W","A","elevated","R+","2",-1.82,0.598836501088704,-1.5928945,0.465552801490597,103.333333333333,4.63796000881108,0.059204274435455,-2.8267615363971,2.66419234959547,0.979900953373213,0.0102100102357411,-4.5843866442849,5.84977014179633e-06,-12.0491081894931,0.000263239656380835,-8.24244569972277,10120.7864583333,9.22234665309598,58.3441666666667,4.06635938229836
"ADPE4W","DPE","4W","A","elevated","R+","3",-3.54,1.26412672714568,-2.845323,1.04567659364715,50,3.91202300542815,0.0281597435479089,-3.56986185469723,1.2671884596559,0.236800635073093,0.0436395598785709,-3.13179120334377,2.45775762944834e-05,-10.6136760634691,0.00110599093325175,-6.80701357369882,1145.74941037736,7.04381420877192,6.605,1.88782693797429
"ALST1D","LST","1D","A","elevated","R-","1",-1.23,0.207014169384326,-1.070036,0.0676922927676523,42.3076923076923,3.74496892076498,0.0347725206552514,-3.35892784047205,1.46044586752056,0.378741777811316,0.0359010170543478,-3.32698965368452,2.95069002579436e-05,-10.4308864149216,0.00123928981083363,-6.69321679663819,1178.45386507145,7.0719585744495,5.55733333333333,1.71511837690285
"ALST1D","LST","1D","A","elevated","R-","2",-1.54,0.431782416425538,-1.4056382,0.340491434527723,72.8571428571429,4.28850057666306,0.0497440015888577,-3.00086539372505,2.08924806673202,0.736804224558317,0.0451793318515104,-3.09711555664149,3.08466770349715e-05,-10.3864815270296,0.0012955604354688,-6.64881190874623,1612.62107851883,7.38561613330454,7.60477192982456,2.02877593575789
"ALST1D","LST","1D","A","elevated","R-","3",-3.73,1.31640823365572,-3.5773249,1.27461528645678,50,3.91202300542815,0.0183812449846038,-3.99642442851593,0.772012289353359,-0.258754810232563,0.0282856498003952,-3.56540067712952,1.03985091705955e-05,-11.4738481110736,0.00043673738516501,-7.73617849279023,1767.68079760718,7.47742368255767,8.336,2.12058348501101
"ALST2D","LST","2D","A","elevated","R-","1",-1.58,0.457424847038875,-0.9265539,-0.0762830590179536,90,4.49980967033027,0.0574164963915845,-2.85742362336463,1.89474438092229,0.639083938101851,0.14179399475365,-1.9533800158962,9.04590487569036e-05,-9.3106133095911,0.00298514860897782,-5.81410574812462,634.723636613552,6.45318968622647,2.41935344827586,0.883500334338355
"ALST2D","LST","2D","A","elevated","R-","2",-1.49,0.398776119957368,-1.3399769,0.29265237500826,73.5714285714286,4.29825675160842,0.0516011555655826,-2.96421121206354,1.70283813366422,0.532296349402933,0.0572572231635749,-2.86020147571033,4.0158780889356e-05,-10.1226694393823,0.00132523976934875,-6.62616187791582,1284.92833753475,7.15845822731875,4.89771551724138,1.58876887543065
"ALST2D","LST","2D","A","elevated","R-","3",-2.65,0.974559639998131,-2.1449358,0.763109621862137,39,3.66356164612965,0.0197956969382747,-3.9222906912502,0.653257998963067,-0.42578312978372,0.0217172986217516,-3.82964616449888,1.10233092778002e-05,-11.4154985018787,0.000363769206167406,-7.91899094041224,1795.80345968712,7.49320781062852,6.845,1.92351845874041
"ALST2W","LST","2W","A","elevated","R-","1",-1.72,0.542324290825362,-1.1235378,0.116482456937084,144.615384615385,4.97407769836246,0.0848454927466371,-2.4669234089646,3.13928323162557,1.14399450367962,0.0420615612039258,-3.16862099090084,2.46774151694249e-05,-10.6096220982279,0.000913064361268723,-6.99870418558368,3438.18394933679,8.1426986892633,18.1814594594595,2.9004023638253
"ALST2W","LST","2W","A","elevated","R-","2",-2.09,0.73716406597672,-1.4980504,0.404164529388865,151.428571428571,5.0201140380508,0.0766283259017687,-2.56878848075068,2.83524805836544,1.04212943189354,0.028855879767351,-3.54544150203253,1.46021172763809e-05,-11.134344020834,0.000540278339226095,-7.52342610818979,5247.75444898773,8.56555554008333,27.7506486486486,3.32325921464533
"ALST2W","LST","2W","A","elevated","R-","3",-7.5,2.01490302054226,,,16,2.77258872223978,0.11312607665092,-2.17925235965114,4.18566483608405,1.43166555299309,0.00477939303846793,-5.34344171994135,3.37921239509124e-05,-10.2952828018323,0.00125030858618376,-6.68436488918804,3347.70542435424,8.11603044218113,17.703,2.87373411674314
"ALST3W","LST","3W","A","elevated","R-","1",-1.36,0.307484699747961,-1.0967869,0.0923849053580237,67.6923076923077,4.21497255001072,0.0501910644841477,-2.99191826645179,1.75668725694517,0.563429795037628,0.0599972175545982,-2.81345709192538,4.44854713602041e-05,-10.0203479083879,0.00155699149760714,-6.46499984689847,1128.2574501177,7.0284296419361,5.09725581395349,1.62870231922021
"ALST3W","LST","3W","A","elevated","R-","2",-2.02,0.703097511413113,-1.7217852,0.543361659549065,78.5714285714286,4.3640081291712,0.0398580628606458,-3.22243056395732,1.3950322001226,0.332917497532093,0.0504887299510793,-2.98600513689235,2.56121469182001e-05,-10.5724438300209,0.000896425142137002,-7.01709576853146,1556.21717257613,7.35001326606355,7.0306976744186,1.95028594334767
"ALST3W","LST","3W","A","elevated","R-","3",-3.64,1.29198368164865,-3.4338428,1.23367998390853,37,3.61091791264422,0.0108713784534538,-4.52162177324382,0.380498245870884,-0.966273711754403,0.0221168389975975,-3.81141601499896,6.49839261991862e-06,-11.943955700887,0.000227443741697152,-8.38860763939758,1672.93346051934,7.42233392764318,7.558,2.0226066049273
"ASRO1W","SRO","1W","A","elevated","R-","1",-1.18,0.165514438477573,-1.1819034,0.167126189755839,294.285714285714,5.68455111272831,0.252998294780833,-1.37437253027404,14.6739010972883,2.68607048027238,0.0883981999299172,-2.42590367232961,7.59961926736647e-05,-9.48482731533196,0.00440777917507255,-5.42438430478554,3329.09170683369,8.11045478505792,34.4413106796116,3.53925673573468
"ASRO1W","SRO","1W","A","elevated","R-","2",-1.52,0.418710334858185,-1.4931866,0.400912494002488,245.454545454545,5.50311177919405,0.174594567630327,-1.74528874928903,10.126484922559,2.31515426125739,0.0499726805429056,-2.99627881202082,3.55461274369954e-05,-10.2446793405039,0.00206167539134573,-6.18423632995748,4911.77464942676,8.49939059121487,50.8150485436893,3.92819254189163
"ASRO1W","SRO","1W","A","elevated","R-","3",-7.5,2.01490302054226,,,41.6666666666667,3.72970144863419,0.0142646329677585,-4.24997202421246,0.827348712129994,-0.189529013666038,0.00741234474072224,-4.90460846048005,2.53762505176555e-06,-12.8842819333267,0.000147182253002402,-8.82383892278028,5621.25320989952,8.63430990911424,58.155,4.063111859791
"ASRO2W","SRO","2W","A","elevated","R-","1",-0.86,-0.150822889734584,-1.0481489,0.0470256559590932,157.142857142857,5.05715530973115,0.185927781072619,-1.68239695446985,9.66824461577621,2.26884676411158,0.0847682207002201,-2.46783456231645,0.000100295791147147,-9.20738682651745,0.00521538113965166,-5.25614310793602,1853.79445085426,7.5249898720476,20.6901081081081,3.02965571688194
"ASRO2W","SRO","2W","A","elevated","R-","2",-1.03,0.0295588022415444,-1.386183,0.326553926683941,174.545454545455,5.16218519222346,0.18428400296317,-1.69127721697121,9.58276815408485,2.25996650161021,0.0719007741861161,-2.63246824677324,7.59123892264858e-05,-9.48593065596791,0.00394744423977726,-5.53468693738649,2427.58797135677,7.7946534389967,27.0941891891892,3.29931928383104
"ASRO2W","SRO","2W","A","elevated","R-","3",-2.72,1.00063188030791,,,65.8333333333333,4.18712629567307,0.0481663103102318,-3.03309545852862,2.50464813613206,0.91814826005281,0.0201558834355376,-3.90425905129533,1.47468537134121e-05,-11.124480805497,0.000766836393097431,-7.17323708691559,3266.20927055274,8.0913853469684,36.454,3.59605119180274
"ASRO3W","SRO","3W","A","elevated","R-","1",-1.08,0.0769610411361284,-1.1697439,0.156784835961107,155,5.04342511691925,0.145401760013379,-1.92825460932476,9.01490912082952,2.19887977572033,0.0773014138018432,-2.56004303375209,7.25145910858745e-05,-9.5317227599961,0.00449590464732422,-5.40458837495101,2005.13797066289,7.60346815067134,19.9966509433962,2.99556480670201
"ASRO3W","SRO","3W","A","elevated","R-","2",-1.49,0.398776119957368,-1.4250934,0.354237355432358,152.727272727273,5.02865379959894,0.10897261791279,-2.21665864012123,6.75630231059297,1.91047574492386,0.0851878522218183,-2.46289643486842,6.07824857028414e-05,-9.70820887458859,0.00376851411357617,-5.5810744895435,1792.8292443574,7.49155023446735,17.879358490566,2.88364689049802
"ASRO3W","SRO","3W","A","elevated","R-","3",-7.35,1.99470031322475,,,34.1666666666667,3.53125050991035,0.058522412539582,-2.83834547778145,3.62838957745408,1.28878890726364,0.0136637972762946,-4.29300547838274,2.34040501773813e-05,-10.6626014660745,0.00145105111099764,-6.53546708102945,2500.52499870901,7.82425598829309,24.937,3.21635264432376
"ASRO4W","SRO","4W","A","elevated","R-","1",-0.91,-0.0943106794712413,-1.1162421,0.109967775915891,110.714285714286,4.70695288029804,0.123761063081938,-2.08940248288723,6.06429209101498,1.8024178152234,0.101901356301214,-2.28375002872217,0.000113909601673946,-9.08010539190743,0.00558157048202333,-5.18828509379681,1086.48490788504,6.9907029090202,10.0580869565217,2.30837698322062
"ASRO4W","SRO","4W","A","elevated","R-","2",-1.38,0.322083499169113,-1.3594321,0.307067039010445,136.363636363636,4.91532511429193,0.106615007259867,-2.23853099610971,5.2241353557335,1.65328930200092,0.062754500947962,-2.76852497528822,4.9064191543813e-05,-9.92238108568985,0.00240414538564684,-6.03056078757922,2172.96981577008,7.68385008958015,20.1161739130435,3.00152416378057
"ASRO4W","SRO","4W","A","elevated","R-","3",-4.49,1.50185270175416,-5.3915223,1.68482777547166,28.3333333333333,3.34403896782221,0.0193265422651383,-3.94627588095885,0.947000570991777,-0.0544555828482184,0.0119051654696931,-4.43078289996367,8.12067118671136e-06,-11.7210977487447,0.000397912888148857,-7.82927745063409,2379.9193220339,7.77482186778588,22.032,3.0924959419863
"ASRO5W","SRO","5W","A","elevated","R-","1",-1.08,0.0769610411361284,-0.9922152,-0.0078152597404929,252.142857142857,5.52999582031208,0.237175357170571,-1.43895550776749,14.942047501746,2.70417921862405,0.0909193282041651,-2.39778266889261,8.55222487159878e-05,-9.36673399697218,0.00538790166910723,-5.22359927058065,2773.25913117896,7.9277784892047,23.4053658536585,3.15296530606155
"ASRO5W","SRO","5W","A","elevated","R-","2",-1.6,0.470003629245736,-1.5175056,0.417067934224773,200,5.29831736654804,0.134750271446939,-2.00433205474653,8.48926710115717,2.138802671645,0.0395163365239881,-3.23104110969111,2.662418536598e-05,-10.5336905309857,0.00167732367805674,-6.39055580459415,5061.19791440159,8.52935847623915,42.7147926829268,3.754545293096
"ASRO5W","SRO","5W","A","elevated","R-","3",-7.5,2.01490302054226,,,30,3.40119738166216,0.0116875985231928,-4.44922695461096,0.736318706961144,-0.306092228219435,0.00527687664558134,-5.24442090069286,2.05580052299889e-06,-13.094845236966,0.00012951543294893,-8.95171051057445,5685.18121891686,8.64561828235501,47.981,3.87080509921186
"BACY1W","ACY","1W","B","elevated","R+","1",-1.33,0.285178942233662,-1.0821955,0.0789918480215857,98.75,4.59259140378123,0.0751615861340312,-2.58811500122645,4.73517992644397,1.55501972516508,0.0456830663390678,-3.08602758937527,3.47707516507393e-05,-10.266733994383,0.00219055735399657,-6.12359926799143,2161.63248033878,7.67861899315651,9.71833333333333,2.27401413600601
"BACY1W","ACY","1W","B","elevated","R+","2",-2.14,0.76080582903376,-1.3788873,0.321276869583097,117.272727272727,4.76450222455734,0.0578937598747328,-2.84914567439548,3.64730687210817,1.29398905199606,0.0368913102809024,-3.29977924941114,1.8212049029097e-05,-10.913427148364,0.00114735908883311,-6.77029242197243,3178.87129461585,8.06428147396849,14.2916666666667,2.659676616818
"BACY1W","ACY","1W","B","elevated","R+","3",-6.5,1.87180217690159,-5.6128252,1.72505419348334,25.7142857142857,3.2470467018349,0.0133860446918937,-4.31354255560511,0.843320815589303,-0.170407829213581,0.0134818741890341,-4.3064091483676,7.01823773874606e-06,-11.8669984058076,0.000442148977541002,-7.72386367941608,1907.32277676951,7.5534558502025,8.575,2.148850993052
"BACY2W","ACY","2W","B","elevated","R+","1",-1.73,0.548121408509688,-1.1478568,0.137896551440901,256.25,5.54615353045262,0.14915821196884,-1.90274771108019,10.8885494737253,2.3877117300682,0.0716133205418978,-2.63647418123108,4.16847408592425e-05,-10.0853754227639,0.0030429860827247,-5.79491598161549,3578.24491394837,8.1826277116837,14.7064666666667,2.68828730635002
"BACY2W","ACY","2W","B","elevated","R+","2",-2.18,0.779324876800998,-1.9965899,0.691440675307774,266.363636363636,5.58486242921274,0.126244197813635,-2.06953716979457,9.21582644039536,2.22092227135382,0.0439871216196877,-3.12385837836773,2.08478865914987e-05,-10.778257977375,0.0015218957211794,-6.48779853622665,6055.4913928357,8.70872080758047,24.8878666666667,3.2143804022468
"BACY2W","ACY","2W","B","elevated","R+","3",-2.81,1.03318448334565,-2.7796617,1.02232922965016,75.7142857142857,4.32696685749085,0.0664356326093527,-2.71152173075416,4.84980118048275,1.57893771039423,0.0183383332323782,-3.99876169783351,1.60910026133191e-05,-11.0372502860785,0.00117464319077229,-6.74679084493014,4128.74413147889,8.32572855532437,16.969,2.83138814999069
"BACY3W","ACY","3W","B","elevated","R+","1",-1.82,0.598836501088704,-1.2086543,0.189507591951974,236.875,5.46753257583669,0.131378923240001,-2.02966958731939,11.4299663218801,2.4362385313352,,,,,,,,,,
"BACY3W","ACY","3W","B","elevated","R+","2",-2.38,0.867100487683383,-2.0111813,0.698722260879037,160.909090909091,5.0808395527695,0.0715428540440592,-2.63745865156543,6.22422830183315,1.82844946708915,,,,,,,,,,
"BACY3W","ACY","3W","B","elevated","R+","3",-7.5,2.01490302054226,,,18.5714285714286,2.92162430140027,0.001,-6.90775527898214,0.05,-2.99573227355399,0.0128998665141036,-4.35053831541196,6.9460819691327e-07,-14.1799178957944,3.47304098456635e-05,-10.2678948903662,1439.66052293054,7.27216261681222,8.889,2.18481455725954
"BACY5W","ACY","5W","B","elevated","R+","1",-1.86,0.62057648772511,-1.2621561,0.232821449021234,300,5.7037824746562,0.162872361084389,-1.81478844575963,11.0753205537384,2.40471925941648,0.0355319000181654,-3.33732439393192,1.92905481659102e-05,-10.8558953143477,0.00131175727528189,-6.63638760917164,8443.11730716981,9.04110686858812,38.83072,3.65921168593582
"BACY5W","ACY","5W","B","elevated","R+","2",-2.03,0.708035793053696,-1.8701311,0.62600853536099,258.181818181818,5.55366405835688,0.131739311505876,-2.02693022194177,8.95827318239955,2.19257748323433,0.0297052836861823,-3.51643034710449,1.51573555739254e-05,-11.0970246274031,0.00103070017902693,-6.87751692222703,8691.44428679245,9.07009440546137,39.9728,3.68819922280907
"BACY5W","ACY","5W","B","elevated","R+","3",-2.43,0.887891257352457,-1.9041777,0.644050261846149,210,5.34710753071747,0.0943461708845712,-2.36078459215042,6.41553962015084,1.85872311302568,0.0338263688172935,-3.38651463812269,1.51970874897186e-05,-11.0944067609906,0.00103340194930086,-6.87489905581448,6208.17449056604,8.73362216884016,28.552,3.35172698618786
"BACY6W","ACY","6W","B","elevated","R+","1",-1.97,0.678033542749897,-1.5491203,0.437687221427509,176.25,5.17190344169238,0.0901235499496228,-2.40657377283103,8.11111949546605,2.09323589749923,0.0186139543208271,-3.98384374724403,9.51804619570529e-06,-11.5623209617674,0.000856624157613476,-7.06251129143717,9468.70272496556,9.1557471889364,56.3733333333333,4.03199623345382
"BACY6W","ACY","6W","B","elevated","R+","2",-2.47,0.904218150639886,-2.2446437,0.808546800358198,105.454545454545,4.65828001130204,0.0447052512822324,-3.10766430591294,4.02347261540092,1.39214536441733,0.00928097443032858,-4.67978873442832,3.93447520221547e-06,-12.4457330516433,0.000354102768199392,-7.94592338131303,11362.4432699587,9.33806874573036,67.648,4.21431779024777
"BACY6W","ACY","6W","B","elevated","R+","3",-7.5,2.01490302054226,,,4.28571428571429,1.45528723260684,0.001,-6.90775527898214,0.05,-2.99573227355399,0.00264027720862796,-5.9368713640682,6.1606468201319e-07,-14.2999138756572,3.08032341006595e-05,-10.387890870229,1623.20618142267,7.39215859667505,9.664,2.26840764119246
"BCAL1W","CAL","1W","B","elevated","R-","1",-1.41,0.343589704390077,-1.21595,0.195525664277537,138.666666666667,4.93207297159316,0.099319030555833,-2.30941807920502,6.15777989446164,1.81771630584007,0.0162667368348903,-4.11863294118014,1.16509365342415e-05,-11.3601239919783,0.000722358065122975,-7.23298960693323,8524.55339224784,9.0507059127733,29.8185,3.39512900626055
"BCAL1W","CAL","1W","B","elevated","R-","2",-1.86,0.62057648772511,-1.6147816,0.479199715331779,147.142857142857,4.99140393216837,0.0824551822527866,-2.49550037867353,5.11222129967277,1.63163400637157,0.0150338294724266,-4.19745231908575,8.42458256674151e-06,-11.6843566299276,0.000522324119137974,-7.55722224488255,9787.45019109937,9.18885625125412,34.2360555555556,3.53327934474137
"BCAL1W","CAL","1W","B","elevated","R-","3",-4.41,1.48387468945875,-3.0860811,1.12690203356973,61.25,4.11496384942484,0.0164203606765557,-4.10923320951361,1.01806236194645,0.0179011755314783,0.0107776907214342,-4.5302769552403,2.88936439030722e-06,-12.7544740141787,0.000179140592199047,-8.62733962913366,5683.03559483189,8.64524080466513,19.879,2.98966389815238
"BCAL3W","CAL","3W","B","elevated","R-","1",-1.47,0.385262400790645,-1.3448407,0.29627556737768,192,5.25749537202778,0.131854360711172,-2.02605729345579,8.83424216764853,2.17863532593518,0.168465877717053,-1.7810220558271,0.000115692503166815,-9.06457472131067,0.00775139771217662,-4.85988210191971,1139.69667093341,7.03851742785489,6.33284210526316,1.84574912516335
"BCAL3W","CAL","3W","B","elevated","R-","2",-1.6,0.470003629245736,-1.4542762,0.374508319805977,212.142857142857,5.35725990218149,0.138839891969852,-1.97443386607981,9.30227276198006,2.23025875331116,0.032372131005412,-3.43045738048266,2.11863987888061e-05,-10.762151148744,0.00141948871885001,-6.55745852935299,6553.2558578671,8.78771728266415,36.4138421052632,3.59494897997261
"BCAL3W","CAL","3W","B","elevated","R-","3",-4.43,1.48839958405704,-2.6459072,0.973013993271233,98.75,4.59259140378123,0.0385067007098916,-3.2569230084196,2.57994894756274,0.947769610971366,0.0182412340181568,-4.0040706421202,7.11301001434184e-06,-11.853585054321,0.000476571670960903,-7.64889243493007,5413.55918693369,8.59666204590144,30.081,3.4038937432099
"BCAL4W","CAL","4W","B","elevated","R-","1",-1.5,0.405465108108164,-1.2767475,0.244315828446969,238.666666666667,5.47506787829254,0.160555576651724,-1.82911512437701,10.4361124823621,2.34527214551863,0.107781469918768,-2.22764952842943,7.25066315161102e-05,-9.53183253109897,0.00471293104854716,-5.35744526120333,2214.35713250657,7.70271740672196,13.2503684210526,2.58402535740813
"BCAL4W","CAL","4W","B","elevated","R-","2",-1.51,0.412109650826833,-1.775287,0.573962099997782,285.714285714286,5.65499231048677,0.194091868128135,-1.63942368495459,12.6159714283288,2.53496358494105,0.0351894808557249,-3.34700808036545,2.39049722721142e-05,-10.6414240758068,0.00155382319768742,-6.46703680591117,8119.30948585742,9.00200039085222,48.5846842105263,3.88330834153839
"BCAL4W","CAL","4W","B","elevated","R-","3",-3.4,1.22377543162212,-2.8574825,1.0499409924336,161.25,5.08295595567588,0.0478780508070589,-3.03909810908221,3.11207330245883,1.13528916081342,0.0172468970397985,-4.06012303343624,5.12091666812766e-06,-12.1821770981943,0.000332859583428298,-8.0077898282987,9349.50789280552,9.14307898911213,55.946,4.0243869397983
"BCAL5W","CAL","5W","B","elevated","R-","1",-1.3,0.262364264467491,-1.6220773,0.483707611770969,176.666666666667,5.17426471787806,0.137679827645443,-1.98282437892854,7.57239052049936,2.02450880630393,0.0691725691308831,-2.67115089478843,5.39075512965989e-05,-9.82823999159503,0.00296491532131294,-5.82090680636256,2553.99891729323,7.84541561266649,15.752,2.75696734133682
"BCAL5W","CAL","5W","B","elevated","R-","2",-1.91,0.647103242058538,-1.5442565,0.434542564748037,145,4.97673374242057,0.0817417081411489,-2.50419090381516,4.49579394776319,1.50314228141731,0.0324421213713576,-3.42829765818133,1.82887890801189e-05,-10.9092223044171,0.00100588339940654,-6.9018891191846,4469.49810526316,8.40503140060191,27.566,3.31658312927225
"BCAL5W","CAL","5W","B","elevated","R-","3",-7.5,2.01490302054226,,,18.75,2.93119375241642,0.0148149642023294,-4.21211751427209,0.814823031128117,-0.204784329039618,0.00451780204773547,-5.39972967603177,3.56965736588861e-06,-12.5430409427203,0.000196331155123874,-8.5357077574878,4150.2482406015,8.33092342844819,25.597,3.24247515711853
"BCAL6W","CAL","6W","B","elevated","R-","1",-1.43,0.357674444271816,-1.2597242,0.230892808114828,166.666666666667,5.11599580975408,0.117763553044816,-2.13907645254084,7.53686739486825,2.01980663081884,0.0854301756493383,-2.46005589575917,6.0363366130253e-05,-9.71512815805409,0.00386325543233619,-5.55624507469442,1950.91096793218,7.57605170551325,10.6444,2.36503393226653
"BCAL6W","CAL","6W","B","elevated","R-","2",-1.52,0.418710334858185,-1.483459,0.394376523022702,140,4.9416424226093,0.097466463636583,-2.32824692284879,6.23785367274131,1.83063616051088,0.0200264225708216,-3.91070274880951,1.39421756233559e-05,-11.1805920942676,0.00089229923989478,-7.02170901090793,6990.76430175697,8.85234517141882,38.1424333333333,3.6413273981721
"BCAL6W","CAL","6W","B","elevated","R-","3",-4.83,1.57484646766448,-3.501936,1.25331595842539,51.25,3.93671561801852,0.0187142720081876,-3.97846883722349,1.19771340852401,0.180414246136186,0.0105079116048686,-4.55562681936889,3.83703250754152e-06,-12.4708112746109,0.000245570080482657,-8.31192819125122,4877.27741983045,8.49234243738741,26.611,3.28132466414069
"BDPE1W","DPE","1W","B","elevated","R+","1",-1.82,0.598836501088704,-1.264588,0.234746377430819,78.3333333333333,4.36097322547605,0.0434931466032524,-3.13515190265022,2.30513676997237,0.835140010901898,,,,,,,,,,
"BDPE1W","DPE","1W","B","elevated","R+","2",-2.1,0.741937344729377,-1.8214931,0.599656549372565,88.8888888888889,4.48738715033171,0.046398472264857,-3.07048874561834,2.45911903003742,0.899803167933786,,,,,,,,,,
"BDPE1W","DPE","1W","B","elevated","R+","3",-7.5,2.01490302054226,,,14.4444444444444,2.67030987311936,0.001,-6.90775527898214,0.05,-2.99573227355399,,,,,,,,,,
"BDPE2W","DPE","2W","B","elevated","R+","1",-1.37,0.314810739840034,-1.2621561,0.232821449021234,145.833333333333,4.98246441712956,0.107462326546832,-2.23061494356377,4.29849306187329,1.45826451055017,0.0364776481660036,-3.3110555849879,2.68798144380036e-05,-10.5241349456812,0.00107519257752015,-6.83525549156729,3997.8820089955,8.29352000211746,19.4745652173913,2.96910926634156
"BDPE2W","DPE","2W","B","elevated","R+","2",-2.06,0.72270598280149,-1.5928945,0.465552801490597,162.222222222222,5.08896713736616,0.0808962709650919,-2.51458755035471,3.23585083860368,1.17429190375923,0.0351667688731808,-3.34765370839198,1.75368110777975e-05,-10.9512083961128,0.0007014724431119,-7.26232894199891,4612.94077961019,8.43662084575814,22.470652173913,3.11221010998223
"BDPE2W","DPE","2W","B","elevated","R+","3",-3.44,1.23547147138531,-4.0320902,1.39428490155059,138.888888888889,4.93367425296013,0.0441503331741138,-3.1201548055481,1.76601332696455,0.568724648565837,0.0327266684719148,-3.41956498385896,1.04032318803394e-05,-11.4733940423672,0.000416129275213576,-7.78451458825325,4243.90551724138,8.35323923681909,20.673,3.02882850104318
"BDPE3D","DPE","3D","B","elevated","R+","1",-1.9,0.641853886172395,-1.5758712,0.45480826220762,41.6666666666667,3.72970144863419,0.0220831473987158,-3.81294052250015,0.772910158955054,-0.25759246101074,0.00762508806969389,-4.87631140643157,4.04126265050975e-06,-12.4189533775659,0.000141444192767841,-8.86360531607651,5464.41775961538,8.60601285506577,29.4137692307692,3.38146290588976
"BDPE3D","DPE","3D","B","elevated","R+","2",-2.41,0.879626747502564,-2.2349161,0.804203688211032,40,3.68887945411394,0.0172863680778462,-4.05783706047065,0.605022882724616,-0.50248899898124,0.00863769976534924,-4.75161896247426,3.73286143724381e-06,-12.4983354770588,0.000130650150303533,-8.94298741556944,4630.86250814863,8.44049841658819,24.9269230769231,3.21594846741219
"BDPE3D","DPE","3D","B","elevated","R+","3",-4.08,1.40609698841607,-4.7616602,1.5605963889458,23.3333333333333,3.14988295338125,0.00597875290857753,-5.11954327648399,0.209256351800213,-1.56419521499458,0.0193794546017451,-3.94354181524033,4.96564159572127e-06,-12.2129680451056,0.000173797455850244,-8.65761998361617,1204.02425211864,7.09342476862158,6.481,1.86887481944558
"BDPE3W","DPE","3W","B","elevated","R+","1",-1.62,0.482426149244293,-1.1648801,0.152618163266261,67.5,4.21212759787848,0.0420130378580782,-3.16977528367836,2.10065189290391,0.742247721749784,0.0796569805975338,-2.53002560556822,4.95797295037687e-05,-9.91192848712506,0.00247898647518843,-5.99990548169692,847.38336167979,6.7421532034467,3.04090666666667,1.11215571656578
"BDPE3W","DPE","3W","B","elevated","R+","2",-1.8,0.587786664902119,-1.483459,0.394376523022702,73.3333333333333,4.29501525768425,0.0425945891228164,-3.15602804967034,2.12972945614082,0.755994955757803,0.0464059990741761,-3.07032653771548,2.69542426827045e-05,-10.5213698450701,0.00134771213413522,-6.60934683964194,1580.25545826772,7.36534179539974,5.67088,1.73534430851882
"BDPE3W","DPE","3W","B","elevated","R+","3",-7.5,2.01490302054226,-3.4654575,1.2428446585581,56.6666666666667,4.03718614838215,0.0107279218199759,-4.5349054205036,0.536396090998796,-0.622882415075448,0.0329904466145506,-3.41153725595664,6.24562821329979e-06,-11.9836288248424,0.00031228141066499,-8.07160581941423,1717.66897637795,7.44872340433879,6.164,1.81872591745787
"BDPE4D","DPE","4D","B","elevated","R+","1",-1.73,0.548121408509688,-1.1381292,0.129385861772992,50.8333333333333,3.92855230737936,0.0296322529872618,-3.51889188291774,1.18529011949047,0.169987571196196,0.0552730489942234,-2.89546984921211,3.22202945149012e-05,-10.3429140395092,0.00128881178059605,-6.65403458539526,919.676664456233,6.82402215659146,4.45825,1.49475631235049
"BDPE4D","DPE","4D","B","elevated","R+","2",-2.27,0.819779831493311,-1.8312207,0.604982793655239,22.2222222222222,3.10109278921182,0.0102303419286553,-4.5823972754662,0.409213677146214,-0.893517821352256,0.0203352666320792,-3.89539862773059,9.36165288854454e-06,-11.5788886924086,0.000374466115541782,-7.89000923829466,1092.79227188329,6.99649141694241,5.29745,1.66722557270143
