"plant","species","plant_no","greenhouse","co2","resprouter","drought_phase","water_potential_mpa","water_potential_midday_log","osmotic_potential_mpa","osmotic_potential_log","transpiration_mean_g_day","transpiration_mean_log","whole_plant_conductance","whole_plant_conductance_log","whole_plant_conductivity","whole_plant_conductivity_log","leaf_specific_transpiration","leaf_specific_transpiration_log","leaf_specific_conductance","leaf_specific_conductance_log","leaf_specific_conductivity","leaf_specific_conductivity_log","whole_plant_leaf_area_cm2","whole_plant_leaf_area_log","leaves_biomass","leaves_biomass_log"
"ACAL2W","CAL","2W","A","elevated","R-","2",-2,0.693147180559945,-1.4980504,0.404164529388865,246.153846153846,5.50595673132628,0.130801889455155,-2.03407139468757,12.4261794982397,2.51980549691297,0.0169750352898254,-4.07601152661021,9.0202396760007e-06,-11.6160396526241,0.000856922769220067,-7.06216276102352,14500.9328081567,9.58196825793649,79.3653,4.37406124502084
"ACAL2W","CAL","2W","A","elevated","R-","3",-6.49,1.870262530716,-5.5958019,1.72201665589071,32.5,3.48124008933569,0.0170070062533925,-4.07412988727671,1.61566559407228,0.479747004323822,0.00470659376903049,-5.35879082387142,2.46292522037168e-06,-12.9141608004838,0.00023397789593531,-8.36028390888329,6905.20609912223,8.84003091320711,37.793,3.63212390029146
"ACAL3W","CAL","3W","A","elevated","R-","1",-1.37,0.314810739840034,-1.4007744,0.337025226551237,99.3333333333333,4.59848119783729,0.0732937128950464,-2.61328044600493,3.29821708027709,1.19338204376539,0.0413780756563367,-3.18500411194289,3.05310684292454e-05,-10.3967657557851,0.00137389807931605,-6.59010326601479,2400.6271862022,7.78348530978018,13.9536,2.63573753949058
"ACAL3W","CAL","3W","A","elevated","R-","2",-1.55,0.438254930931155,-1.3837511,0.324797999981676,96.1538461538462,4.56594947283481,0.0666781457746369,-2.70787802930507,3.00051655985866,1.09878446046525,0.0223829139247623,-3.79945738239509,1.55214924543791e-05,-11.073284884535,0.000698467160447058,-7.26662239476465,4295.8591753092,8.3654068552299,24.9696,3.2176590849403
"ACAL3W","CAL","3W","A","elevated","R-","3",-7.5,2.01490302054226,,,22.5,3.11351530921037,0.001,-6.90775527898214,0.05,-2.99573227355399,0.00890392315927043,-4.72126329495736,3.95729918189797e-07,-14.7425338831499,1.97864959094899e-05,-10.8305108777217,2526.975985476,7.83477860416773,14.688,2.68703083387813
"ACAL4W","CAL","4W","A","elevated","R-","1",-1.59,0.46373401623214,-1.1308335,0.122954971442702,212,5.35658627467201,0.134766301683121,-2.00421309926996,7.6816791959379,2.03883816856459,0.0487045447077054,-3.02198293276091,3.09609970066872e-05,-10.3827823067029,0.00176477682938117,-6.33973103886833,4352.77654831378,8.37856920743293,30.288,3.41075159446697
"ACAL4W","CAL","4W","A","elevated","R-","2",-1.68,0.518793793415168,-1.4542762,0.374508319805977,178.461538461538,5.18437310719882,0.113291667415834,-2.17778965808488,6.45762504270253,1.86526160974967,0.0245996829583186,-3.7050217240001,1.56164690962216e-05,-11.0671844892838,0.000890138738484633,-7.02413322144925,7254.62758052296,8.88939483119892,50.48,3.92157721823296
"ACAL4W","CAL","4W","A","elevated","R-","3",-5.24,1.65632149833295,-3.7743088,1.32821726659851,51.25,3.93671561801852,0.0156933179314712,-4.15452026668572,0.894519122093858,-0.111468998851172,0.00883057045850201,-4.72953566186619,2.70401853115179e-06,-12.8207715465704,0.000154129056275652,-8.77772027873588,5803.70206441837,8.66625127988471,40.384,3.69843366691875
"ACAL5W","CAL","5W","A","elevated","R-","1",-1.77,0.570979546585738,-1.3351131,0.289016007364876,136.666666666667,4.91754487103025,0.0780767553177863,-2.55006289360928,7.26113824455413,1.98253659954397,0.0312394908512474,-3.4660722521189,1.78469128056956e-05,-10.9336800167584,0.00165976289092969,-6.40108052360517,4374.80454842975,8.38361712314915,30.1547272727273,3.40634170268123
"ACAL5W","CAL","5W","A","elevated","R-","2",-1.44,0.364643113587909,-1.4664357,0.382834762582531,133.846153846154,4.89669103474704,0.105209427708122,-2.25180236569653,9.78447677685538,2.28079712745673,0.0237959348698057,-3.73824051668301,1.8704733886561e-05,-10.8867339171266,0.00173954025145017,-6.35413442397333,5624.74870512397,8.63493155143005,38.7703636363636,3.65765613096213
"ACAL5W","CAL","5W","A","elevated","R-","3",-7.5,2.01490302054226,,,20,2.99573227355399,0.001,-6.90775527898214,0.05,-2.99573227355399,0.00581844175499951,-5.14672279277827,2.90922087749976e-07,-15.0502103453144,1.45461043874988e-05,-11.1381873398862,3437.34643090909,8.14245506633226,23.693,3.16517964586434
"ADPE1W","DPE","1W","A","elevated","R+","1",-2.09,0.73716406597672,-1.6269411,0.486701625983574,110,4.70048036579242,0.0530206094186988,-2.93707458405871,2.54498925209754,0.934126426849183,0.14490632082573,-1.9316678086212,6.98456494436518e-05,-9.56922275847232,0.00335259117329529,-5.69802174756443,759.111123470523,6.63214817441361,4.79275862068966,1.56710615811019
"ADPE1W","DPE","1W","A","elevated","R+","2",-2.14,0.76080582903376,-1.556416,0.442385742209063,188.888888888889,5.24115895270809,0.0925705033286884,-2.37978472664127,4.44338415977704,1.49141628426662,0.156953699480239,-1.85180442489685,7.69197333186288e-05,-9.47274810424621,0.00369214719929418,-5.60154709333832,1203.46885428254,7.09296337760494,7.59827586206896,2.02792136130152
"ADPE1W","DPE","1W","A","elevated","R+","3",-6.87,1.92716410623426,,,33.3333333333333,3.50655789731998,0.00915534340820666,-4.69341759110513,0.43945648359392,-0.822216580197239,0.0620810778877214,-2.7793140403758,1.70512076164114e-05,-10.9792895288009,0.000818457965587748,-7.10808851789302,536.932258064516,6.28587193769578,3.39,1.22082992139236
"ADPE2W","DPE","2W","A","elevated","R+","1",-1.95,0.667829372575655,,,100,4.60517018598809,0.0516626383833114,-2.96302042054519,1.75652970503259,0.563340104070978,0.0828173818441375,-2.4911173139684,4.2785644500663e-05,-10.0593079205017,0.00145471191302254,-6.53294739588551,1207.47598841268,7.09628749995649,4.73444827586207,1.55486519943973
"ADPE2W","DPE","2W","A","elevated","R+","2",-1.88,0.631271776841858,-1.6731472,0.514706403788689,177.777777777778,5.18053433089165,0.0986717493687417,-2.3159566007806,3.35483947853722,1.21040392383556,0.0723534713762116,-2.62619184673484,4.01582452139548e-05,-10.1226827784071,0.00136538033727446,-6.59632225379093,2457.0732322351,7.80672617762649,9.63405172413793,2.26530387710974
"ADPE2W","DPE","2W","A","elevated","R+","3",-3.13,1.14103300455206,-2.334624,0.847850850317227,117.777777777778,4.7687996097699,0.06906070926493,-2.67276931680182,2.34806411500762,0.853591207814345,0.0361572439124118,-3.31987796559939,2.12013247046284e-05,-10.7614468921711,0.000720845039957364,-7.23508636755494,3257.37708502024,8.08867757536929,12.772,2.54725527485254
"ADPE3D","DPE","3D","A","elevated","R+","1",-2.17,0.774727167552368,-1.45914,0.377847221071492,86.6666666666667,4.46206934234742,0.0402177356674038,-3.21344719489467,2.01088678337019,0.698575810533477,0.0539596204289853,-2.91951928197078,2.50400048206889e-05,-10.5950358192129,0.00125200024103445,-6.68301281378472,1606.13929411765,7.3815886243182,8.2992,2.116159124615
"ADPE3D","DPE","3D","A","elevated","R+","2",-1.87,0.625938430866495,-1.6707153,0.513251858077695,155.555555555556,5.04700293826713,0.0872737483289492,-2.43870556778452,4.36368741644746,1.47331743764362,0.0415074003299887,-3.18188354643827,2.32875412083539e-05,-10.6675920524899,0.00116437706041769,-6.75556904706178,3747.65835294118,8.2288864847054,19.3648,2.9634569850022
"ADPE3D","DPE","3D","A","elevated","R+","3",-3.95,1.37371557891303,-2.8550506,1.04908956624339,65.5555555555556,4.18289795956355,0.0909406249281015,-2.3975484587362,4.54703124640508,1.51447454669194,0.0221570456047225,-3.80959974707763,3.07369155333648e-05,-10.3900461653774,0.00153684577666824,-6.47802315994923,2958.67764705882,7.99249770664117,15.288,2.72706820693797
"ADPE3W","DPE","3W","A","elevated","R+","1",-1.9,0.641853886172395,-1.2499966,0.223140831310511,109.166666666667,4.6928757664072,0.0579306525593901,-2.84850862931785,1.91171153445987,0.647998932148626,0.084215669723697,-2.47437427381699,4.46900949876627e-05,-10.015758669542,0.00147477313459287,-6.51925110807555,1296.27499282297,7.16725004022419,6.00632894736842,1.79281373785294
