"plant","species","co2","greenhouse","plant_no","resprouter","SLA","total_aboveground_biomass","total_belowground_biomass","root_shoot_ratio","leaves_biomass","stems_biomass","total_aboveground_biomass_log","total_belowground_biomass_log","root_shoot_ratio_log","leaves_biomass_log","stems_biomass_log","percentage_biomass_change_1_2","percentage_biomass_change_2_3"
"BLST1D","LST","elevated","B","1D","R-",16.6460757982692,38.772,9.229,0.238032601,16.67,22.102,3.65769833663036,2.22235070028344,-1.43534763569983,2.8136106967627,3.09566810216659,11.9402985074627,-42.6666666666667
"BLST1W","LST","elevated","B","1W","R-",28.0444305381727,12.818,5.3155,0.414690279,4.638,8.18,2.55085043308204,1.67062708074652,-0.880223353046264,1.53428323883334,2.10169215061466,,
"BLST2W","LST","elevated","B","2W","R-",20.5455304928989,27.764,8.822,0.317749604,12.828,14.936,3.32374021747734,2.17724860168275,-1.14649161517614,2.55163028183091,2.70377440623942,6.52173913043477,-33.6734693877551
"BLST4W","LST","elevated","B","4W","R-",24.7979189485214,50.045,10.355,0.206913778,20.38,29.665,3.91292260067098,2.33746949484755,-1.57545310389103,3.01455402779458,3.38996789971061,-5.05050505050504,27.6595744680851
"BSRO1W","SRO","elevated","B","1W","R-",14.1138172556511,101.128,20.852,0.20619413,53.863,47.265,4.61638704119326,3.03744986690586,-1.57893717531176,3.98644378579513,3.85577006387735,8.43373493975902,-2.22222222222222
"BSRO2W","SRO","elevated","B","2W","R-",8.19190038403352,82,14.621,0.178304878,44.001,37.999,4.40671924726425,2.6824588514353,-1.72426039610253,3.78421236093273,3.63755984359065,50,18.5185185185185
"BSRO3W","SRO","elevated","B","3W","R-",10.5328540799596,79.194,13.633,0.17214688,40.569,38.625,4.37190053837487,2.61249332420399,-1.75940721309115,3.70300422815933,3.65389973521791,109.375,23.8805970149254
"CACY1W","ACY","elevated","C","1W","R+",21.34605541061,49.903,17.578,0.352243352,12.178,37.725,3.9100811211908,2.86664812014245,-1.04343300134099,2.49963104518638,3.63032300465391,0,-54.5454545454545
"CACY2W","ACY","elevated","C","2W","R+",16.3527334851936,99.999,23.59,0.235902359,22.141,77.858,4.60516018593809,3.16082289341958,-1.44433729261851,3.09743109337882,4.35488665472164,4.54545454545454,-13.0434782608696
"CACY4W","ACY","elevated","C","4W","R+",16.5514152168268,72.61,23.138,0.318661341,15.407,57.203,4.28510265339216,3.1414762876067,-1.14362636708159,2.73482195159964,4.04660634456287,-16,-28.5714285714286
"CACY5W","ACY","elevated","C","5W","R+",14.4623869801085,114.857,31.586,0.27500283,19.144,95.713,4.74368787634179,3.45271398444786,-1.29097389045943,2.95198935060607,4.56135413040366,7.69230769230771,-89.2857142857143
"CCAL1W","CAL","elevated","C","1W","R-",17.8894441009499,69.544,18.647,0.268132405,32.157,37.387,4.24195964577676,2.92568527524196,-1.3162743719656,3.47063015637749,3.62132305041295,240,-23.5294117647059
"CCAL2W","CAL","elevated","C","2W","R-",16.0714658709437,72.317,12.187,0.168521924,38.362,33.955,4.28105923292262,2.50036980984137,-1.78068942489401,3.6470673862995,3.52503611856575,43.75,-56.5217391304348
"CCAL3W","CAL","elevated","C","3W","R-",21.0536505703231,83.232,21.097,0.253472222,35.699,47.533,4.42163188926624,3.04913085027869,-1.37250103986427,3.57512267718879,3.86142420666478,150,-16.6666666666667
"CCAL4W","CAL","elevated","C","4W","R-",16.7412243478261,77.496,12.69,0.163750387,40.555,36.941,4.35022632212408,2.5408142817263,-1.80941204111079,3.70265907752231,3.60932204533051,75,14.2857142857143
"CCAL5W","CAL","elevated","C","5W","R-",17.5810307040431,63.971,12.507,0.195510466,29.918,34.053,4.15842985566752,2.52628848756677,-1.63214136646278,3.39846030595227,3.52791813444131,90.9090909090909,-52.3809523809524
"CDPE1W","DPE","elevated","C","1W","R+",22.5844444444444,29.578,8.598,0.290689026,6.158,23.42,3.38703084174458,2.15152961807409,-1.23550122238786,1.81775204950231,3.15359035816957,140.384615384615,12.8
"CDPE2D","DPE","elevated","C","2D","R+",14.3009708737864,30.294,10.355,0.341816861,7.586,22.708,3.41094967310483,2.33746949484755,-1.07348017949978,2.02630444326671,3.12271728530848,35,-22.2222222222222
"CDPE2W","DPE","elevated","C","2W","R+",23.3803680981595,24.686,7.491,0.303451349,7.013,17.673,3.20623628132174,2.01370229996575,-1.19253398116723,1.94776556955477,2.87203805120766,74.1176470588236,15.5405405405405
"CDPE3W","DPE","elevated","C","3W","R+",20.003355704698,39.007,10.964,0.281077755,8.899,30.108,3.66374111720324,2.39461717844054,-1.26912393973999,2.18593891087473,3.40479091717229,-21.0526315789474,128.888888888889
"CLST1D","LST","elevated","C","1D","R-",22.4502688172043,17.033,7.087,0.416074679,6.237,10.796,2.83515263887844,1.95826211982812,-0.876890518005168,1.83049929754399,2.37917569515576,,
"CLST1W","LST","elevated","C","1W","R-",22.5460526315789,31.261,10.164,0.325133553,14.484,16.777,3.44237131424494,2.31885206545792,-1.12351924875426,2.67304459190339,2.82000890078826,32.4324324324324,46.9387755102041
