co2,greenhouse,species,plant_no,date,start_pot_weight_kg,water.added.l,result_pot_weight_kg,
elevated,A,ACY,1W,23/01/2020,7.4,1,8.4,
elevated,A,ACY,2W,23/01/2020,9.4,0,9.4,
elevated,A,ACY,3W,23/01/2020,6.6,1,7.6,
elevated,A,ACY,4W,23/01/2020,8.1,0.9,9,
elevated,A,ACY,2D,23/01/2020,7.4,1,8.4,
elevated,A,CAL,1W,23/01/2020,7.5,1,8.5,
elevated,A,CAL,2W,23/01/2020,8.3,0.7,9,
elevated,A,CAL,3W,23/01/2020,9.5,0,9.5,
elevated,A,CAL,4W,23/01/2020,8.7,0.3,9,
elevated,A,CAL,5W,23/01/2020,8.6,0.4,9,
elevated,A,ROF,1W,23/01/2020,7.3,1,8.9,
elevated,A,ROF,2W,23/01/2020,8.3,0.7,9,
elevated,A,ROF,3W,23/01/2020,9.5,0,9.5,
elevated,A,ROF,4W,23/01/2020,8.6,0.4,9,
elevated,A,ROF,5W,23/01/2020,8.1,0.9,9,
elevated,A,LST,2W,23/01/2020,9,0,9,
elevated,A,LST,3W,23/01/2020,9.1,0,9.1,
elevated,A,LST,4W,23/01/2020,9.6,0,9.6,
elevated,A,LST,1D,23/01/2020,7.7,1,8.7,
elevated,A,LST,2D,23/01/2020,8.4,0.6,9,
elevated,A,DPE,1W,23/01/2020,9.6,0,9.6,
elevated,A,DPE,2W,23/01/2020,9.1,0,9.1,
elevated,A,DPE,3W,23/01/2020,9.4,0,9.4,
elevated,A,DPE,4W,23/01/2020,9.6,0,9.6,
elevated,A,DPE,3D,23/01/2020,7.4,1,8.4,
elevated,A,ACY,1W,24/01/2020,8.1,0.9,9,
elevated,A,ACY,2W,24/01/2020,9.3,0,9.3,
elevated,A,ACY,3W,24/01/2020,7.2,1,8.2,
elevated,A,ACY,4W,24/01/2020,8.7,0.3,9,
elevated,A,ACY,2D,24/01/2020,8.1,0.9,9,
elevated,A,CAL,1W,24/01/2020,8.2,0.8,9,
elevated,A,CAL,2W,24/01/2020,8.8,0.2,9,
elevated,A,CAL,3W,24/01/2020,9.5,0,9.5,
elevated,A,CAL,4W,24/01/2020,8.9,0.1,9,
elevated,A,CAL,5W,24/01/2020,8.9,0.1,9,
elevated,A,ROF,1W,24/01/2020,8.3,0.7,9,
elevated,A,ROF,2W,24/01/2020,8.8,0.2,9,
elevated,A,ROF,3W,24/01/2020,9.4,0,9.4,
elevated,A,ROF,4W,24/01/2020,8.9,0.1,9,
elevated,A,ROF,5W,24/01/2020,8.8,0.2,9,
elevated,A,LST,2W,24/01/2020,9,0,9,
elevated,A,LST,3W,24/01/2020,9.1,0,9.1,
elevated,A,LST,4W,24/01/2020,9.6,0,9.6,
elevated,A,LST,1D,24/01/2020,7.7,1,8.7,
elevated,A,LST,2D,24/01/2020,8.4,0.6,9,
elevated,A,DPE,1W,24/01/2020,9.5,0,9.5,
elevated,A,DPE,2W,24/01/2020,9.1,0,9.1,
elevated,A,DPE,3W,24/01/2020,9.4,0,9.4,
elevated,A,DPE,4W,24/01/2020,9.5,0,9.5,
elevated,A,DPE,3D,24/01/2020,8.8,0.2,9,
elevated,A,ACY,1W,27/01/2020,7.9,1,8.9,
elevated,A,ACY,2W,27/01/2020,8.8,0.2,9,
elevated,A,ACY,3W,27/01/2020,7.3,1,8.3,
elevated,A,ACY,4W,27/01/2020,8.4,0.6,9,
elevated,A,ACY,2D,27/01/2020,8.2,0.8,9,
elevated,A,CAL,1W,27/01/2020,8.3,0.7,9,
elevated,A,CAL,2W,27/01/2020,8.6,0.4,9,
elevated,A,CAL,3W,27/01/2020,9.3,0,9.3,
elevated,A,CAL,4W,27/01/2020,8.6,0.4,9,
elevated,A,CAL,5W,27/01/2020,8.8,0.2,9,
elevated,A,ROF,1W,27/01/2020,8.2,0.8,9,
elevated,A,ROF,2W,27/01/2020,8.7,0.3,9,
elevated,A,ROF,3W,27/01/2020,9.1,0,9.1,
elevated,A,ROF,4W,27/01/2020,8.8,0.2,9,
elevated,A,ROF,5W,27/01/2020,8.3,0.7,9,
elevated,A,LST,2W,27/01/2020,9,0,9,
elevated,A,LST,3W,27/01/2020,9,0,9,
elevated,A,LST,4W,27/01/2020,9.5,0,9.5,
elevated,A,LST,1D,27/01/2020,8.8,0.2,9,
elevated,A,LST,2D,27/01/2020,8.4,0.1,9,
elevated,A,DPE,1W,27/01/2020,9.2,0,9.2,
elevated,A,DPE,2W,27/01/2020,8.9,0.1,9,
elevated,A,DPE,3W,27/01/2020,9,0,9,
elevated,A,DPE,4W,27/01/2020,9.3,0,9.3,
elevated,A,DPE,3D,27/01/2020,8.8,0.2,9,
elevated,A,ACY,1W,28/01/2020,8.6,0.4,9,
elevated,A,ACY,2W,28/01/2020,8.9,0.1,9,
elevated,A,ACY,3W,28/01/2020,7.8,1,8.8,
elevated,A,ACY,4W,28/01/2020,8.9,0.1,9,
elevated,A,ACY,2D,28/01/2020,8.7,0.3,9,
elevated,A,CAL,1W,28/01/2020,8.7,0.3,9,
elevated,A,CAL,2W,28/01/2020,8.8,0.2,9,
elevated,A,CAL,3W,28/01/2020,9.1,0,9.1,
elevated,A,CAL,4W,28/01/2020,8.9,0.1,9,
elevated,A,CAL,5W,28/01/2020,8.9,0.1,9,
elevated,A,ROF,1W,28/01/2020,8.8,0.2,9,
elevated,A,ROF,2W,28/01/2020,8.9,0.1,9,
elevated,A,ROF,3W,28/01/2020,9,0,9,
elevated,A,ROF,4W,28/01/2020,8.9,0.1,9,
elevated,A,ROF,5W,28/01/2020,8.8,0.2,9,
elevated,A,LST,2W,28/01/2020,8.6,0.4,9,
elevated,A,LST,3W,28/01/2020,9,0,9,
elevated,A,LST,4W,28/01/2020,9.5,0,9.5,
elevated,A,LST,1D,28/01/2020,9,0,9,
elevated,A,LST,2D,28/01/2020,8.8,0.2,9,
elevated,A,DPE,1W,28/01/2020,9.1,0,9.1,
elevated,A,DPE,2W,28/01/2020,8.9,0.1,9,
elevated,A,DPE,3W,28/01/2020,9,0,9,
elevated,A,DPE,4W,28/01/2020,9.2,0,9.2,
elevated,A,DPE,3D,28/01/2020,9,0,9,
elevated,A,ACY,1W,29/01/2020,8.7,0.3,9,
elevated,A,ACY,2W,29/01/2020,8.7,0.3,9,
elevated,A,ACY,3W,29/01/2020,7.9,1,8.9,
elevated,A,ACY,4W,29/01/2020,8.8,0.2,9,
elevated,A,ACY,2D,29/01/2020,8.8,0.2,9,
elevated,A,CAL,1W,29/01/2020,8.7,0.3,9,
elevated,A,CAL,2W,29/01/2020,8.9,0.1,9,
elevated,A,CAL,3W,29/01/2020,9.1,0,9.1,
elevated,A,CAL,4W,29/01/2020,8.9,0.1,9,
elevated,A,CAL,5W,29/01/2020,8.9,0.1,9,
elevated,A,ROF,1W,29/01/2020,8.8,0.2,9,
elevated,A,ROF,2W,29/01/2020,8.9,0.1,9,
elevated,A,ROF,3W,29/01/2020,8.9,0.1,9,
elevated,A,ROF,4W,29/01/2020,8.9,0.1,9,
elevated,A,ROF,5W,29/01/2020,8.8,0.2,9,
elevated,A,LST,2W,29/01/2020,8.9,0.1,9,
elevated,A,LST,3W,29/01/2020,8.9,0.1,9,
elevated,A,LST,4W,29/01/2020,9.5,0,9.5,
elevated,A,LST,1D,29/01/2020,9,0,9,
elevated,A,LST,2D,29/01/2020,9.2,0,9.2,
elevated,A,DPE,1W,29/01/2020,9.1,0,9.1,
elevated,A,DPE,2W,29/01/2020,9,0,9,
elevated,A,DPE,3W,29/01/2020,9,0,9,
elevated,A,DPE,4W,29/01/2020,9.1,0,9.1,
elevated,A,DPE,3D,29/01/2020,8.9,0.1,9,
elevated,A,ACY,1W,30/01/2020,9,0,9,
elevated,A,ACY,2W,30/01/2020,8.9,0.1,9,
elevated,A,ACY,3W,30/01/2020,7.9,1,8.9,
elevated,A,ACY,4W,30/01/2020,8.7,0.3,9,
elevated,A,ACY,2D,30/01/2020,8.9,0.1,9,
elevated,A,CAL,1W,30/01/2020,8.7,0.3,9,
elevated,A,CAL,2W,30/01/2020,8.7,0.3,9,
elevated,A,CAL,3W,30/01/2020,9,0,9,
elevated,A,CAL,4W,30/01/2020,8.7,0.3,9,
elevated,A,CAL,5W,30/01/2020,8.8,0.2,9,
elevated,A,ROF,1W,30/01/2020,8.7,0.3,9,
elevated,A,ROF,2W,30/01/2020,8.9,0.1,9,
elevated,A,ROF,3W,30/01/2020,8.8,0.2,9,
elevated,A,ROF,4W,30/01/2020,8.9,0.1,9,
elevated,A,ROF,5W,30/01/2020,8.7,0.3,9,
elevated,A,LST,2W,30/01/2020,8.8,0.2,9,
elevated,A,LST,3W,30/01/2020,8.9,0.1,9,
elevated,A,LST,4W,30/01/2020,9.4,0,9.4,
elevated,A,LST,1D,30/01/2020,8.9,0.1,9,
elevated,A,LST,2D,30/01/2020,9.1,0,9.1,
elevated,A,DPE,1W,30/01/2020,8.9,0.1,9,
elevated,A,DPE,2W,30/01/2020,8.8,0.2,9,
elevated,A,DPE,3W,30/01/2020,8.8,0.2,9,
elevated,A,DPE,4W,30/01/2020,9.1,0,9.1,
elevated,A,DPE,3D,30/01/2020,8.9,0.1,9,
elevated,A,ACY,1W,31/01/2020,8.5,0.5,9,
elevated,A,ACY,2W,31/01/2020,8.8,0.2,9,
elevated,A,ACY,3W,31/01/2020,8.1,0.9,9,
elevated,A,ACY,4W,31/01/2020,9,9,9,
elevated,A,ACY,2D,31/01/2020,8.8,0.2,9,
elevated,A,CAL,1W,31/01/2020,8.9,0.1,9,
elevated,A,CAL,2W,31/01/2020,8.8,0.2,9,
elevated,A,CAL,3W,31/01/2020,8.9,0.1,9,
elevated,A,CAL,4W,31/01/2020,8.7,0.3,9,
elevated,A,CAL,5W,31/01/2020,8.9,0.1,9,
elevated,A,ROF,1W,31/01/2020,8.7,0.3,9,
elevated,A,ROF,2W,31/01/2020,8.9,0.1,9,
elevated,A,ROF,3W,31/01/2020,9,0,9,
elevated,A,ROF,4W,31/01/2020,9,0,9,
elevated,A,ROF,5W,31/01/2020,8.8,0.2,9,
elevated,A,LST,2W,31/01/2020,8.9,0.1,9,
elevated,A,LST,3W,31/01/2020,8.9,0.1,9,
elevated,A,LST,4W,31/01/2020,9.4,0,9.4,
elevated,A,LST,1D,31/01/2020,9,0,9,
elevated,A,LST,2D,31/01/2020,9.1,0,9.1,
elevated,A,DPE,1W,31/01/2020,8.9,0.1,9,
elevated,A,DPE,2W,31/01/2020,9,0,9,
elevated,A,DPE,3W,31/01/2020,8.9,0.1,9,
elevated,A,DPE,4W,31/01/2020,9.1,0,9.1,
elevated,A,DPE,3D,31/01/2020,8.9,0.1,9,
elevated,A,ACY,1W,3/2/20,8,1,9,
elevated,A,ACY,2W,3/2/20,8.4,0.6,9,
elevated,A,ACY,3W,3/2/20,7.7,1,8.7,
elevated,A,ACY,4W,3/2/20,8.2,0.8,9,
elevated,A,ACY,2D,3/2/20,8.4,0.6,9,
elevated,A,CAL,1W,3/2/20,8.5,0.5,9,
elevated,A,CAL,2W,3/2/20,8.2,0.8,9,
elevated,A,CAL,3W,3/2/20,8.8,0.2,9,
elevated,A,CAL,4W,3/2/20,8.4,0.6,9,
elevated,A,CAL,5W,3/2/20,8.6,0.4,9,
elevated,A,ROF,1W,3/2/20,8.1,0.9,9,
elevated,A,ROF,2W,3/2/20,8.4,0.6,9,
elevated,A,ROF,3W,3/2/20,8.5,0.5,9,
elevated,A,ROF,4W,3/2/20,8.6,0.4,9,
elevated,A,ROF,5W,3/2/20,8.1,0.9,9,
elevated,A,LST,2W,3/2/20,8.6,0.4,9,
elevated,A,LST,3W,3/2/20,8.7,0.3,9,
elevated,A,LST,4W,3/2/20,9.3,0,9.3,
elevated,A,LST,1D,3/2/20,8.7,0.3,9,
elevated,A,LST,2D,3/2/20,8.9,0.1,9,
elevated,A,DPE,1W,3/2/20,8.5,0.5,9,
elevated,A,DPE,2W,3/2/20,8.6,0.4,9,
elevated,A,DPE,3W,3/2/20,8.6,0.4,9,
elevated,A,DPE,4W,3/2/20,8.8,0.2,9,
elevated,A,DPE,3D,3/2/20,8.5,0.5,9,
elevated,A,ACY,1W,4/2/20,8.6,0.4,9,
elevated,A,ACY,2W,4/2/20,8.8,0.2,9,
elevated,A,ACY,3W,4/2/20,8.1,0.9,9,
elevated,A,ACY,4W,4/2/20,8.7,0.3,9,
elevated,A,ACY,2D,4/2/20,8.7,0.3,9,
elevated,A,CAL,1W,4/2/20,8.9,0.1,9,
elevated,A,CAL,2W,4/2/20,8.7,0.3,9,
elevated,A,CAL,3W,4/2/20,8.8,0.2,9,
elevated,A,CAL,4W,4/2/20,8.8,0.2,9,
elevated,A,CAL,5W,4/2/20,8.8,0.2,9,
elevated,A,ROF,1W,4/2/20,8.6,0.4,9,
elevated,A,ROF,2W,4/2/20,8.8,0.2,9,
elevated,A,ROF,3W,4/2/20,8.8,0.2,9,
elevated,A,ROF,4W,4/2/20,8.8,0.2,9,
elevated,A,ROF,5W,4/2/20,8.7,0.3,9,
elevated,A,LST,2W,4/2/20,8.9,0.1,9,
elevated,A,LST,3W,4/2/20,9,0,9,
elevated,A,LST,4W,4/2/20,9.3,0,9.3,
elevated,A,LST,1D,4/2/20,9,0,9,
elevated,A,LST,2D,4/2/20,8.9,0.1,9,
elevated,A,DPE,1W,4/2/20,9,0,9,
elevated,A,DPE,2W,4/2/20,8.8,0.2,9,
elevated,A,DPE,3W,4/2/20,8.8,0.2,9,
elevated,A,DPE,4W,4/2/20,9,0,9,
elevated,A,DPE,3D,4/2/20,9,0,9,
elevated,A,ACY,1W,5/2/20,8.8,0.2,9,
elevated,A,ACY,2W,5/2/20,8.8,0.2,9,
elevated,A,ACY,3W,5/2/20,8.3,0.7,9,
elevated,A,ACY,4W,5/2/20,8.8,0.2,9,
elevated,A,ACY,2D,5/2/20,8.8,0.2,9,
elevated,A,CAL,1W,5/2/20,8.9,0.1,9,
elevated,A,CAL,2W,5/2/20,8.8,0.2,9,
elevated,A,CAL,3W,5/2/20,8.8,0.2,9,
elevated,A,CAL,4W,5/2/20,8.7,0.3,9,
elevated,A,CAL,5W,5/2/20,8.9,0.1,9,
elevated,A,ROF,1W,5/2/20,8.7,0.3,9,
elevated,A,ROF,2W,5/2/20,8.8,0.2,9,
elevated,A,ROF,3W,5/2/20,8.8,0.2,9,
elevated,A,ROF,4W,5/2/20,8.8,0.2,9,
elevated,A,ROF,5W,5/2/20,8.7,0.3,9,
elevated,A,LST,2W,5/2/20,8.9,0.1,9,
elevated,A,LST,3W,5/2/20,8.9,0.1,9,
elevated,A,LST,4W,5/2/20,9.2,0,9.2,
elevated,A,LST,1D,5/2/20,8.9,0.1,9,
elevated,A,LST,2D,5/2/20,9,0,9,
elevated,A,DPE,1W,5/2/20,8.7,0.3,9,
elevated,A,DPE,2W,5/2/20,8.8,0.2,9,
elevated,A,DPE,3W,5/2/20,8.8,0.2,9,
elevated,A,DPE,4W,5/2/20,8.8,0.2,9,
elevated,A,DPE,3D,5/2/20,8.8,0.2,9,
elevated,A,ACY,1W,6/2/20,8.8,0.2,9,
elevated,A,ACY,2W,6/2/20,8.8,0.2,9,
elevated,A,ACY,3W,6/2/20,8.6,0.4,9,
elevated,A,ACY,4W,6/2/20,8.8,0.2,9,
elevated,A,ACY,2D,6/2/20,8.8,0.2,9,
elevated,A,CAL,1W,6/2/20,8.8,0.2,9,
elevated,A,CAL,2W,6/2/20,8.8,0.2,9,
elevated,A,CAL,3W,6/2/20,8.9,0.1,9,
elevated,A,CAL,4W,6/2/20,8.8,0.2,9,
elevated,A,CAL,5W,6/2/20,8.9,0.1,9,
elevated,A,ROF,1W,6/2/20,8.8,0.2,9,
elevated,A,ROF,2W,6/2/20,8.8,0.2,9,
elevated,A,ROF,3W,6/2/20,8.8,0.2,9,
elevated,A,ROF,4W,6/2/20,8.9,0.1,9,
elevated,A,ROF,5W,6/2/20,8.8,0.2,9,
elevated,A,LST,2W,6/2/20,8.9,0.1,9,
elevated,A,LST,3W,6/2/20,8.9,0.1,9,
elevated,A,LST,4W,6/2/20,9.1,0,9.1,
elevated,A,LST,1D,6/2/20,9,0,9,
elevated,A,LST,2D,6/2/20,8.9,0.1,9,
elevated,A,DPE,1W,6/2/20,9,0,9,
elevated,A,DPE,2W,6/2/20,9,0,9,
elevated,A,DPE,3W,6/2/20,9,0,9,
elevated,A,DPE,4W,6/2/20,9,0,9,
elevated,A,DPE,3D,6/2/20,9,0,9,
elevated,A,ACY,1W,7/2/20,8.5,0.5,9,
elevated,A,ACY,2W,7/2/20,8.8,0.2,9,
elevated,A,ACY,3W,7/2/20,8.3,0.7,9,
elevated,A,ACY,4W,7/2/20,8.7,0.3,9,
elevated,A,ACY,2D,7/2/20,8.8,0.2,9,
elevated,A,CAL,1W,7/2/20,8.9,0.1,9,
elevated,A,CAL,2W,7/2/20,8.7,0.3,9,
elevated,A,CAL,3W,7/2/20,8.9,0.1,9,
elevated,A,CAL,4W,7/2/20,8.9,0.1,9,
elevated,A,CAL,5W,7/2/20,8.8,0.2,9,
elevated,A,ROF,1W,7/2/20,8.7,0.3,9,
elevated,A,ROF,2W,7/2/20,8.8,0.2,9,
elevated,A,ROF,3W,7/2/20,8.8,0.2,9,
elevated,A,ROF,4W,7/2/20,8.9,0.1,9,
elevated,A,ROF,5W,7/2/20,8.8,0.2,9,
elevated,A,LST,2W,7/2/20,8.9,0.1,9,
elevated,A,LST,3W,7/2/20,8.9,0.1,9,
elevated,A,LST,4W,7/2/20,9.1,0,9.1,
elevated,A,LST,1D,7/2/20,9,0,9,
elevated,A,LST,2D,7/2/20,8.9,0.1,9,
elevated,A,DPE,1W,7/2/20,8.9,0.1,9,
elevated,A,DPE,2W,7/2/20,8.9,0.1,9,
elevated,A,DPE,3W,7/2/20,8.8,0.2,9,
elevated,A,DPE,4W,7/2/20,9,0,9,
elevated,A,DPE,3D,7/2/20,8.9,0.1,9,
elevated,A,ACY,1W,9/2/20,8.6,0.4,9,
elevated,A,ACY,2W,9/2/20,8.5,0.5,9,
elevated,A,ACY,3W,9/2/20,7.9,1,8.9,
elevated,A,ACY,4W,9/2/20,8.5,0.5,9,
elevated,A,ACY,2D,9/2/20,8.7,0.3,9,
elevated,A,CAL,1W,9/2/20,8.6,0.4,9,
elevated,A,CAL,2W,9/2/20,8.6,0.4,9,
elevated,A,CAL,3W,9/2/20,8.9,0.1,9,
elevated,A,CAL,4W,9/2/20,8.5,0.5,9,
elevated,A,CAL,5W,9/2/20,8.7,0.3,9,
elevated,A,ROF,1W,9/2/20,8.3,0.7,9,
elevated,A,ROF,2W,9/2/20,8.6,0.4,9,
elevated,A,ROF,3W,9/2/20,8.6,0.4,9,
elevated,A,ROF,4W,9/2/20,8.7,0.3,9,
elevated,A,ROF,5W,9/2/20,8.4,0.6,9,
elevated,A,LST,2W,9/2/20,8.7,0.3,9,
elevated,A,LST,3W,9/2/20,8.9,0.1,9,
elevated,A,LST,4W,9/2/20,9,0,9,
elevated,A,LST,1D,9/2/20,8.9,0.1,9,
elevated,A,LST,2D,9/2/20,8.8,0.2,9,
elevated,A,DPE,1W,9/2/20,8.5,0.5,9,
elevated,A,DPE,2W,9/2/20,8.6,0.4,9,
elevated,A,DPE,3W,9/2/20,8.7,0.3,9,
elevated,A,DPE,4W,9/2/20,8.7,0.3,9,
elevated,A,DPE,3D,9/2/20,8.6,0.4,9,
elevated,A,ACY,1W,10/2/20,9,0,9,
elevated,A,ACY,2W,10/2/20,8.9,0.1,9,
elevated,A,ACY,3W,10/2/20,8.7,0.3,9,
elevated,A,ACY,4W,10/2/20,8.8,0.2,9,
elevated,A,ACY,2D,10/2/20,8.9,0.1,9,
elevated,A,CAL,1W,10/2/20,8.9,0.1,9,
elevated,A,CAL,2W,10/2/20,8.9,0.1,9,
elevated,A,CAL,3W,10/2/20,9,0,9,
elevated,A,CAL,4W,10/2/20,8.9,0.1,9,
elevated,A,CAL,5W,10/2/20,9,0,9,
elevated,A,ROF,1W,10/2/20,8.9,0.1,9,
elevated,A,ROF,2W,10/2/20,8.9,0.1,9,
elevated,A,ROF,3W,10/2/20,9,0,9,
elevated,A,ROF,4W,10/2/20,9,0,9,
elevated,A,ROF,5W,10/2/20,8.8,0.2,9,
elevated,A,LST,2W,10/2/20,8.9,0.1,9,
elevated,A,LST,3W,10/2/20,9,0,9,
elevated,A,LST,4W,10/2/20,9,0,9,
elevated,A,LST,1D,10/2/20,8.9,0.1,9,
elevated,A,LST,2D,10/2/20,8.9,0.1,9,
elevated,A,DPE,1W,10/2/20,9,0,9,
elevated,A,DPE,2W,10/2/20,9,0,9,
elevated,A,DPE,3W,10/2/20,9,0,9,
elevated,A,DPE,4W,10/2/20,9,0,9,
elevated,A,DPE,3D,10/2/20,9,0,9,
elevated,A,ACY,1W,11/2/20,8.6,0.4,9,
elevated,A,ACY,2W,11/2/20,8.7,0.3,9,
elevated,A,ACY,3W,11/2/20,8.3,0.7,9,
elevated,A,ACY,4W,11/2/20,8.5,0.5,9,
elevated,A,ACY,2D,11/2/20,8.8,0.2,9,
elevated,A,CAL,1W,11/2/20,8.8,0.2,9,
elevated,A,CAL,2W,11/2/20,8.5,0.5,9,
elevated,A,CAL,3W,11/2/20,8.9,0.1,9,
elevated,A,CAL,4W,11/2/20,8.7,0.3,9,
elevated,A,CAL,5W,11/2/20,8.7,0.3,9,
elevated,A,ROF,1W,11/2/20,8.5,0.5,9,
elevated,A,ROF,2W,11/2/20,8.8,0.2,9,
elevated,A,ROF,3W,11/2/20,8.6,0.4,9,
elevated,A,ROF,4W,11/2/20,8.9,0.1,9,
elevated,A,ROF,5W,11/2/20,8.6,0.4,9,
elevated,A,LST,2W,11/2/20,8.7,0.3,9,
elevated,A,LST,3W,11/2/20,8.9,0.1,9,
elevated,A,LST,4W,11/2/20,8.9,0.1,9,
elevated,A,LST,1D,11/2/20,8.9,0.1,9,
elevated,A,LST,2D,11/2/20,8.9,0.1,9,
elevated,A,DPE,1W,11/2/20,8.7,0.1,8.8,
elevated,A,DPE,2W,11/2/20,8.8,0,8.8,
elevated,A,DPE,3W,11/2/20,8.8,0,8.8,
elevated,A,DPE,4W,11/2/20,8.9,0,8.9,
elevated,A,DPE,3D,11/2/20,8.8,0,8.8,
elevated,A,ACY,1W,12/2/20,8.7,0.3,9,
elevated,A,ACY,2W,12/2/20,8.8,0.2,9,
elevated,A,ACY,3W,12/2/20,8.4,0.6,9,
elevated,A,ACY,4W,12/2/20,8.7,0.3,9,
elevated,A,ACY,2D,12/2/20,8.8,0.2,9,
elevated,A,CAL,1W,12/2/20,8.8,0.2,9,
elevated,A,CAL,2W,12/2/20,8.8,0.2,9,
elevated,A,CAL,3W,12/2/20,8.9,0.1,9,
elevated,A,CAL,4W,12/2/20,8.6,0.4,9,
elevated,A,CAL,5W,12/2/20,8.9,0.1,9,
elevated,A,ROF,1W,12/2/20,8.6,0.4,9,
elevated,A,ROF,2W,12/2/20,8.8,0.2,9,
elevated,A,ROF,3W,12/2/20,8.9,0.1,9,
elevated,A,ROF,4W,12/2/20,8.8,0.2,9,
elevated,A,ROF,5W,12/2/20,8.8,0.2,9,
elevated,A,LST,2W,12/2/20,8.9,0,8.9,
elevated,A,LST,3W,12/2/20,9,0,9,
elevated,A,LST,4W,12/2/20,9,0,9,
elevated,A,LST,1D,12/2/20,9,0,9,
elevated,A,LST,2D,12/2/20,9,0,9,
elevated,A,DPE,1W,12/2/20,8.6,0.2,8.8,
elevated,A,DPE,2W,12/2/20,8.6,0.2,8.8,
elevated,A,DPE,3W,12/2/20,8.6,0.2,8.8,
elevated,A,DPE,4W,12/2/20,8.7,0.1,8.8,
elevated,A,DPE,3D,12/2/20,8.6,0.2,8.8,
elevated,A,ACY,1W,13/02/2020,8.7,0.3,9,
elevated,A,ACY,2W,13/02/2020,8.9,0.1,9,
elevated,A,ACY,3W,13/02/2020,8.4,0.6,9,
elevated,A,ACY,4W,13/02/2020,8.7,0.3,9,
elevated,A,ACY,2D,13/02/2020,8.8,0.2,9,
elevated,A,CAL,1W,13/02/2020,8.9,0.1,9,
elevated,A,CAL,2W,13/02/2020,8.7,0.3,9,
elevated,A,CAL,3W,13/02/2020,8.9,0.1,9,
elevated,A,CAL,4W,13/02/2020,8.8,0.2,9,
elevated,A,CAL,5W,13/02/2020,8.8,0.2,9,
elevated,A,ROF,1W,13/02/2020,8.7,0.1,8.8,
elevated,A,ROF,2W,13/02/2020,8.8,0,8.8,
elevated,A,ROF,3W,13/02/2020,8.9,0,8.9,
elevated,A,ROF,4W,13/02/2020,8.9,0,8.9,
elevated,A,ROF,5W,13/02/2020,8.8,0,8.8,
elevated,A,LST,2W,13/02/2020,8.7,0.1,8.8,
elevated,A,LST,3W,13/02/2020,8.9,0,8.9,
elevated,A,LST,4W,13/02/2020,9,0,9,
elevated,A,LST,1D,13/02/2020,8.9,0,8.9,
elevated,A,LST,2D,13/02/2020,8.9,0,8.9,
elevated,A,DPE,1W,13/02/2020,8.6,0.2,8.8,
elevated,A,DPE,2W,13/02/2020,8.5,0.3,8.8,
elevated,A,DPE,3W,13/02/2020,8.6,0.2,8.8,
elevated,A,DPE,4W,13/02/2020,8.7,0.1,8.8,
elevated,A,DPE,3D,13/02/2020,8.8,0,8.8,
elevated,A,ACY,1W,14/02/2020,8.7,0.3,9,
elevated,A,ACY,2W,14/02/2020,8.8,0.2,9,
elevated,A,ACY,3W,14/02/2020,8.6,0.4,9,
elevated,A,ACY,4W,14/02/2020,8.8,0.2,9,
elevated,A,ACY,2D,14/02/2020,8.8,0.2,9,
elevated,A,CAL,1W,14/02/2020,8.8,0,8.8,
elevated,A,CAL,2W,14/02/2020,8.6,0.2,8.8,
elevated,A,CAL,3W,14/02/2020,8.9,0,8.9,
elevated,A,CAL,4W,14/02/2020,8.8,0,8.8,
elevated,A,CAL,5W,14/02/2020,8.9,0,8.9,
elevated,A,ROF,1W,14/02/2020,8.6,0.2,8.8,
elevated,A,ROF,2W,14/02/2020,8.7,0.1,8.8,
elevated,A,ROF,3W,14/02/2020,8.8,0,8.8,
elevated,A,ROF,4W,14/02/2020,8.8,0,8.8,
elevated,A,ROF,5W,14/02/2020,8.6,0.2,8.8,
elevated,A,LST,2W,14/02/2020,8.8,0,8.8,
elevated,A,LST,3W,14/02/2020,9,0,9,
elevated,A,LST,4W,14/02/2020,9.1,0,9.1,
elevated,A,LST,1D,14/02/2020,8.9,0,8.9,
elevated,A,LST,2D,14/02/2020,9,0,9,
elevated,A,DPE,1W,14/02/2020,8.7,0.1,8.8,
elevated,A,DPE,2W,14/02/2020,8.8,0,8.8,
elevated,A,DPE,3W,14/02/2020,8.8,0,8.8,
elevated,A,DPE,4W,14/02/2020,8.8,0,8.8,
elevated,A,DPE,3D,14/02/2020,8.7,0.1,8.8,
elevated,A,ACY,1W,17/02/2020,8.3,0.3,8.6,
elevated,A,ACY,2W,17/02/2020,8.7,0,8.7,
elevated,A,ACY,3W,17/02/2020,7.4,1,8.4,
elevated,A,ACY,4W,17/02/2020,8.2,0.4,8.6,
elevated,A,ACY,2D,17/02/2020,8.3,0.3,8.6,
elevated,A,CAL,1W,17/02/2020,8.4,0.2,8.6,
elevated,A,CAL,2W,17/02/2020,8.2,0.4,8.6,
elevated,A,CAL,3W,17/02/2020,8.7,0,8.7,
elevated,A,CAL,4W,17/02/2020,8.2,0.4,8.6,
elevated,A,CAL,5W,17/02/2020,8.4,0.2,8.6,
elevated,A,ROF,1W,17/02/2020,8,0.6,8.6,
elevated,A,ROF,2W,17/02/2020,8.4,0.2,8.6,
elevated,A,ROF,3W,17/02/2020,8.6,0,8.6,
elevated,A,ROF,4W,17/02/2020,8.7,0,8.7,
elevated,A,ROF,5W,17/02/2020,8.2,0.4,8.6,
