co2,greenhouse,species,plant_no,date,start_pot_weight_kg,water.added.l,result_pot_weight_kg,
elevated,B,LST,4W,4/3/20,7.9,0.1,8,
elevated,B,LST,1D,4/3/20,8,0,8,
elevated,B,DPE,1W,4/3/20,8,0,8,
elevated,B,DPE,2W,4/3/20,8,0,8,
elevated,B,DPE,3W,4/3/20,8,0,8,
elevated,B,DPE,4W,4/3/20,8,0,8,
elevated,B,DPE,3D,4/3/20,8,0,8,
elevated,B,DPE,4D,4/3/20,8,0,8,
elevated,B,ACY,1W,5/3/20,7.8,0.2,8,
elevated,B,ACY,2W,5/3/20,7.6,0.4,8,
elevated,B,ACY,3W,5/3/20,7.8,0.2,8,
elevated,B,ACY,5W,5/3/20,7.8,0.2,8,
elevated,B,ACY,6W,5/3/20,7.8,0.2,8,
elevated,B,CAL,1W,5/3/20,7.8,0.2,8,
elevated,B,CAL,2W,5/3/20,,,,
elevated,B,CAL,3W,5/3/20,7.8,0.2,8,
elevated,B,CAL,4W,5/3/20,7.6,0.4,8,
elevated,B,CAL,5W,5/3/20,7.9,0.1,8,
elevated,B,CAL,6W,5/3/20,7.8,0.2,8,
elevated,B,ROF,1W,5/3/20,7.5,0.5,8,
elevated,B,ROF,2W,5/3/20,7.6,0.4,8,
elevated,B,ROF,3W,5/3/20,7.6,0.4,8,
elevated,B,ROF,1D,5/3/20,,,,
elevated,B,LST,1W,5/3/20,8,0,8,
elevated,B,LST,2W,5/3/20,8,0,8,
elevated,B,LST,4W,5/3/20,7.9,0.1,8,
elevated,B,LST,1D,5/3/20,7.8,0.2,8,
elevated,B,DPE,1W,5/3/20,7.9,0.1,8,
elevated,B,DPE,2W,5/3/20,7.8,0.2,8,
elevated,B,DPE,3W,5/3/20,7.9,0.1,8,
elevated,B,DPE,4W,5/3/20,7.9,0.1,8,
elevated,B,DPE,3D,5/3/20,8,0,8,
elevated,B,DPE,4D,5/3/20,8,0,8,
elevated,B,ACY,1W,6/3/20,7.9,0.3,8.2,
elevated,B,ACY,2W,6/3/20,7.7,0.9,8.6,
elevated,B,ACY,3W,6/3/20,7.8,0.6,8.4,
elevated,B,ACY,5W,6/3/20,7.7,0.9,8.6,
elevated,B,ACY,6W,6/3/20,7.9,0.3,8.2,
elevated,B,CAL,1W,6/3/20,7.7,0.9,8.6,
elevated,B,CAL,2W,6/3/20,,,,
elevated,B,CAL,3W,6/3/20,7.7,0.9,8.6,
elevated,B,CAL,4W,6/3/20,7.6,1.2,8.8,
elevated,B,CAL,5W,6/3/20,7.8,0.6,8.4,
elevated,B,CAL,6W,6/3/20,7.8,0.6,8.4,
elevated,B,ROF,1W,6/3/20,7.5,1.5,9,
elevated,B,ROF,2W,6/3/20,7.6,1.2,8.8,
elevated,B,ROF,3W,6/3/20,7.7,0.9,8.6,
elevated,B,ROF,1D,6/3/20,,,,
elevated,B,LST,1W,6/3/20,8,0.1,8.1,
elevated,B,LST,2W,6/3/20,7.8,0.6,8.4,
elevated,B,LST,4W,6/3/20,7.7,0.9,8.6,
elevated,B,LST,1D,6/3/20,7.9,0.3,8.2,
elevated,B,DPE,1W,6/3/20,7.9,0.3,8.2,
elevated,B,DPE,2W,6/3/20,7.8,0.6,8.4,
elevated,B,DPE,3W,6/3/20,7.9,0.3,8.2,
elevated,B,DPE,4W,6/3/20,7.8,0.6,8.4,
elevated,B,DPE,3D,6/3/20,7.9,0.3,8.2,
elevated,B,DPE,4D,6/3/20,8,0.1,8.1,
elevated,B,ACY,1W,9/3/20,7.8,0.2,8,
elevated,B,ACY,2W,9/3/20,7.6,0.4,8,
elevated,B,ACY,3W,9/3/20,7.8,0.2,8,
elevated,B,ACY,5W,9/3/20,7.5,0.5,8,
elevated,B,ACY,6W,9/3/20,7.8,0.2,8,
elevated,B,CAL,1W,9/3/20,8,0,8,
elevated,B,CAL,2W,9/3/20,,,,
elevated,B,CAL,3W,9/3/20,8.1,0,8.1,
elevated,B,CAL,4W,9/3/20,7.7,0.3,8,
elevated,B,CAL,5W,9/3/20,7.9,0.1,8,
elevated,B,CAL,6W,9/3/20,7.8,0.2,8,
elevated,B,ROF,1W,9/3/20,7.7,0.3,8,
elevated,B,ROF,2W,9/3/20,7.8,0.2,8,
elevated,B,ROF,3W,9/3/20,7.7,0.3,8,
elevated,B,ROF,1D,9/3/20,,,,
elevated,B,LST,1W,9/3/20,7.9,0.1,8,
elevated,B,LST,2W,9/3/20,8,0,8,
elevated,B,LST,4W,9/3/20,8,0,8,
elevated,B,LST,1D,9/3/20,7.8,0.2,8,
elevated,B,DPE,1W,9/3/20,7.8,0.2,8,
elevated,B,DPE,2W,9/3/20,7.7,0.3,8,
elevated,B,DPE,3W,9/3/20,7.8,0.2,8,
elevated,B,DPE,4W,9/3/20,8,0,8,
elevated,B,DPE,3D,9/3/20,8.1,0,8.1,
elevated,B,DPE,4D,9/3/20,7.9,0.1,8,
elevated,B,ACY,1W,10/3/20,7.7,0.1,7.8,
elevated,B,ACY,2W,10/3/20,7.6,0.2,7.8,
elevated,B,ACY,3W,10/3/20,7.7,0.1,7.8,
elevated,B,ACY,5W,10/3/20,7.6,0.2,7.8,
elevated,B,ACY,6W,10/3/20,7.8,0,7.8,
elevated,B,CAL,1W,10/3/20,7.9,0.1,8,
elevated,B,CAL,2W,10/3/20,,,,
elevated,B,CAL,3W,10/3/20,7.8,0.2,8,
elevated,B,CAL,4W,10/3/20,7.7,0.3,8,
elevated,B,CAL,5W,10/3/20,7.9,0.1,8,
elevated,B,CAL,6W,10/3/20,7.9,0.1,8,
elevated,B,ROF,1W,10/3/20,7.6,0.4,8,
elevated,B,ROF,2W,10/3/20,7.8,0.2,8,
elevated,B,ROF,3W,10/3/20,7.7,0.3,8,
elevated,B,ROF,1D,10/3/20,,,,
elevated,B,LST,1W,10/3/20,7.9,0.1,8,
elevated,B,LST,2W,10/3/20,7.8,0.2,8,
elevated,B,LST,4W,10/3/20,7.9,0.1,8,
elevated,B,LST,1D,10/3/20,7.8,0.2,8,
elevated,B,DPE,1W,10/3/20,7.9,0.1,8,
elevated,B,DPE,2W,10/3/20,7.8,0.2,8,
elevated,B,DPE,3W,10/3/20,7.9,0.1,8,
elevated,B,DPE,4W,10/3/20,7.9,0.1,8,
elevated,B,DPE,3D,10/3/20,8,0,8,
elevated,B,DPE,4D,10/3/20,7.9,0.1,8,
elevated,B,ACY,1W,11/3/20,,,,
elevated,B,ACY,2W,11/3/20,,,,
elevated,B,ACY,3W,11/3/20,,,,
elevated,B,ACY,5W,11/3/20,,,,
elevated,B,ACY,6W,11/3/20,,,,
elevated,B,CAL,1W,11/3/20,7.9,0.1,8,
elevated,B,CAL,2W,11/3/20,,,,
elevated,B,CAL,3W,11/3/20,7.8,0.2,8,
elevated,B,CAL,4W,11/3/20,7.7,0.3,8,
elevated,B,CAL,5W,11/3/20,7.8,0.2,8,
elevated,B,CAL,6W,11/3/20,7.9,0.1,8,
elevated,B,ROF,1W,11/3/20,,,,
elevated,B,ROF,2W,11/3/20,,,,
elevated,B,ROF,3W,11/3/20,,,,
elevated,B,ROF,1D,11/3/20,,,,
elevated,B,LST,1W,11/3/20,8,0,8,
elevated,B,LST,2W,11/3/20,8,0,8,
elevated,B,LST,4W,11/3/20,7.9,0.1,8,
elevated,B,LST,1D,11/3/20,7.9,0.1,8,
elevated,B,DPE,1W,11/3/20,7.9,0.1,8,
elevated,B,DPE,2W,11/3/20,7.9,0.1,8,
elevated,B,DPE,3W,11/3/20,8,0,8,
elevated,B,DPE,4W,11/3/20,8,0,8,
elevated,B,DPE,3D,11/3/20,8,0,8,
elevated,B,DPE,4D,11/3/20,8,0,8,
elevated,B,ACY,1W,12/3/20,7.6,0,7.6,
elevated,B,ACY,2W,12/3/20,7.4,0.2,7.6,
elevated,B,ACY,3W,12/3/20,7.6,0,7.6,
elevated,B,ACY,5W,12/3/20,7.3,0.3,7.6,
elevated,B,ACY,6W,12/3/20,7.7,0,7.6,
elevated,B,CAL,1W,12/3/20,7.8,0.2,8,
elevated,B,CAL,2W,12/3/20,,,,
elevated,B,CAL,3W,12/3/20,7.8,0.2,8,
elevated,B,CAL,4W,12/3/20,7.7,0.3,8,
elevated,B,CAL,5W,12/3/20,7.8,0.2,8,
elevated,B,CAL,6W,12/3/20,7.8,0.2,8,
elevated,B,ROF,1W,12/3/20,7.3,0.5,7.8,
elevated,B,ROF,2W,12/3/20,7.5,0.3,7.8,
elevated,B,ROF,3W,12/3/20,7.5,0.3,7.8,
elevated,B,ROF,1D,12/3/20,,,,
elevated,B,LST,1W,12/3/20,8,0,8,
elevated,B,LST,2W,12/3/20,7.9,0.1,8,
elevated,B,LST,4W,12/3/20,7.8,0.2,8,
elevated,B,LST,1D,12/3/20,7.8,0.2,8,
elevated,B,DPE,1W,12/3/20,7.9,0,7.9,
elevated,B,DPE,2W,12/3/20,7.8,0,7.8,
elevated,B,DPE,3W,12/3/20,7.9,0,7.9,
elevated,B,DPE,4W,12/3/20,7.8,0,7.8,
elevated,B,DPE,3D,12/3/20,8,0,8,
elevated,B,DPE,4D,12/3/20,8,0,8,
elevated,B,ACY,1W,13/03/2020,7.5,0,7.5,
elevated,B,ACY,2W,13/03/2020,7.4,0,7.4,
elevated,B,ACY,3W,13/03/2020,7.5,0,7.5,
elevated,B,ACY,5W,13/03/2020,7.3,0.1,7.4,
elevated,B,ACY,6W,13/03/2020,7.6,0,7.6,
elevated,B,CAL,1W,13/03/2020,7.9,0,7.9,
elevated,B,CAL,2W,13/03/2020,,,,
elevated,B,CAL,3W,13/03/2020,7.7,0.1,7.8,
elevated,B,CAL,4W,13/03/2020,7.7,0.1,7.8,
elevated,B,CAL,5W,13/03/2020,7.9,0,7.9,
elevated,B,CAL,6W,13/03/2020,7.8,0,7.8,
elevated,B,ROF,1W,13/03/2020,7.4,0.3,7.7,
elevated,B,ROF,2W,13/03/2020,7.6,0.1,7.7,
elevated,B,ROF,3W,13/03/2020,7.5,0.2,7.7,
elevated,B,ROF,1D,13/03/2020,,,,
elevated,B,LST,1W,13/03/2020,8,0,8,
elevated,B,LST,2W,13/03/2020,7.9,0.1,8,
elevated,B,LST,4W,13/03/2020,7.8,0.2,8,
elevated,B,LST,1D,13/03/2020,7.8,0.2,8,
elevated,B,DPE,1W,13/03/2020,7.8,0,7.8,
elevated,B,DPE,2W,13/03/2020,7.6,0.1,7.7,
elevated,B,DPE,3W,13/03/2020,7.9,0,7.9,
elevated,B,DPE,4W,13/03/2020,7.7,0,7.7,
elevated,B,DPE,3D,13/03/2020,8,0,8,
elevated,B,DPE,4D,13/03/2020,8,0,8,
elevated,B,ACY,1W,16/03/2020,7.2,0.1,7.3,
elevated,B,ACY,2W,16/03/2020,7,0.3,7.3,
elevated,B,ACY,3W,16/03/2020,7.3,0,7.3,
elevated,B,ACY,5W,16/03/2020,6.7,0.6,7.3,
elevated,B,ACY,6W,16/03/2020,7.5,0,7.5,
elevated,B,CAL,1W,16/03/2020,7.5,0,7.5,
elevated,B,CAL,2W,16/03/2020,,,,
elevated,B,CAL,3W,16/03/2020,7.2,0.2,7.4,
elevated,B,CAL,4W,16/03/2020,7,0.4,7.4,
elevated,B,CAL,5W,16/03/2020,7.6,0,7.6,
elevated,B,CAL,6W,16/03/2020,7.4,0,7.4,
elevated,B,ROF,1W,16/03/2020,7.1,0.5,7.6,
elevated,B,ROF,2W,16/03/2020,7.2,0.4,7.6,
elevated,B,ROF,3W,16/03/2020,7.4,0.2,7.6,
elevated,B,ROF,1D,16/03/2020,,,,
elevated,B,LST,1W,16/03/2020,7.9,0,7.9,
elevated,B,LST,2W,16/03/2020,7.7,0,7.7,
elevated,B,LST,4W,16/03/2020,7.5,0,7.5,
elevated,B,LST,1D,16/03/2020,7.6,0,7.6,
elevated,B,DPE,1W,16/03/2020,7.6,0,7.6,
elevated,B,DPE,2W,16/03/2020,7.1,0.5,7.6,
elevated,B,DPE,3W,16/03/2020,7.5,0.1,7.6,
elevated,B,DPE,4W,16/03/2020,7.5,0.1,7.6,
elevated,B,DPE,3D,16/03/2020,7.8,0,7.8,
elevated,B,DPE,4D,16/03/2020,7.7,0,7.7,
elevated,B,ACY,1W,18/03/2020,7.2,0,7.2,
elevated,B,ACY,2W,18/03/2020,7.1,0.1,7.2,
elevated,B,ACY,3W,18/03/2020,7.3,0,7.3,
elevated,B,ACY,5W,18/03/2020,7,0.2,7.2,
elevated,B,ACY,6W,18/03/2020,7.5,0,7.5,
elevated,B,CAL,1W,18/03/2020,7.4,0,7.4,
elevated,B,CAL,2W,18/03/2020,,,,
elevated,B,CAL,3W,18/03/2020,7.4,0,7.4,
elevated,B,CAL,4W,18/03/2020,7.2,0.1,7.3,
elevated,B,CAL,5W,18/03/2020,7.5,0,7.5,
elevated,B,CAL,6W,18/03/2020,7.4,0,7.4,
elevated,B,ROF,1W,18/03/2020,7.3,0.2,7.5,
elevated,B,ROF,2W,18/03/2020,7.5,0,7.5,
elevated,B,ROF,3W,18/03/2020,7.3,0.2,7.5,
elevated,B,ROF,1D,18/03/2020,,,,
elevated,B,LST,1W,18/03/2020,7.9,0,7.9,
elevated,B,LST,2W,18/03/2020,7.7,0,7.7,
elevated,B,LST,4W,18/03/2020,7.4,0,7.4,
elevated,B,LST,1D,18/03/2020,7.5,0,7.5,
elevated,B,DPE,1W,18/03/2020,7.6,0,7.6,
elevated,B,DPE,2W,18/03/2020,7.5,0,7.5,
elevated,B,DPE,3W,18/03/2020,7.6,0,7.6,
elevated,B,DPE,4W,18/03/2020,7.6,0,7.6,
elevated,B,DPE,3D,18/03/2020,7.8,0,7.8,
elevated,B,DPE,4D,18/03/2020,7.7,0,7.7,
elevated,B,ACY,1W,20/03/2020,7.3,0,7.3,
elevated,B,ACY,2W,20/03/2020,7.1,0.1,7.2,
elevated,B,ACY,3W,20/03/2020,7.3,0,7.3,
elevated,B,ACY,5W,20/03/2020,6.8,0.4,7.2,
elevated,B,ACY,6W,20/03/2020,7.5,0,7.5,
elevated,B,CAL,1W,20/03/2020,7.3,0,7.3,
elevated,B,CAL,2W,20/03/2020,,,,
elevated,B,CAL,3W,20/03/2020,7.2,0.1,7.3,
elevated,B,CAL,4W,20/03/2020,7,0.3,7.3,
elevated,B,CAL,5W,20/03/2020,7.5,0,7.5,
elevated,B,CAL,6W,20/03/2020,7.3,0,7.3,
elevated,B,ROF,1W,20/03/2020,7.1,0.3,7.4,
elevated,B,ROF,2W,20/03/2020,7.2,0.2,7.4,
elevated,B,ROF,3W,20/03/2020,7.3,0.1,7.4,
elevated,B,ROF,1D,20/03/2020,,,,
elevated,B,LST,1W,20/03/2020,7.8,0,7.8,
elevated,B,LST,2W,20/03/2020,7.5,0,7.5,
elevated,B,LST,4W,20/03/2020,7.3,0.1,7.4,
elevated,B,LST,1D,20/03/2020,7.4,0,7.4,
elevated,B,DPE,1W,20/03/2020,7.5,0,7.5,
elevated,B,DPE,2W,20/03/2020,7.3,0.1,7.4,
elevated,B,DPE,3W,20/03/2020,7.7,0,7.7,
elevated,B,DPE,4W,20/03/2020,7.5,0,7.5,
elevated,B,DPE,3D,20/03/2020,7.8,0,7.8,
elevated,B,DPE,4D,20/03/2020,7.7,0,7.7,
elevated,B,ACY,1W,23/03/2020,7.2,0,7.2,
elevated,B,ACY,2W,23/03/2020,7,0,7,
elevated,B,ACY,3W,23/03/2020,7.2,0,7.2,
elevated,B,ACY,5W,23/03/2020,6.6,0.4,7,
elevated,B,ACY,6W,23/03/2020,7.5,0,7.5,
elevated,B,CAL,1W,23/03/2020,7.2,0,7.2,
elevated,B,CAL,2W,23/03/2020,,,,
elevated,B,CAL,3W,23/03/2020,7.2,0,7.2,
elevated,B,CAL,4W,23/03/2020,6.8,0.2,7,
elevated,B,CAL,5W,23/03/2020,7.4,0,7.4,
elevated,B,CAL,6W,23/03/2020,7.1,0,7.1,
elevated,B,ROF,1W,23/03/2020,7.2,0,7.2,
elevated,B,ROF,2W,23/03/2020,7.1,0,7.1,
elevated,B,ROF,3W,23/03/2020,7.1,0,7.1,
elevated,B,ROF,1D,23/03/2020,,,,
elevated,B,LST,1W,23/03/2020,7.7,0,7.7,
elevated,B,LST,2W,23/03/2020,7.5,0,7.5,
elevated,B,LST,4W,23/03/2020,7.2,0,7.2,
elevated,B,LST,1D,23/03/2020,7.4,0,7.4,
elevated,B,DPE,1W,23/03/2020,7.4,0,7.4,
elevated,B,DPE,2W,23/03/2020,7.1,0,7.1,
elevated,B,DPE,3W,23/03/2020,7.6,0,7.6,
elevated,B,DPE,4W,23/03/2020,7.4,0,7.4,
elevated,B,DPE,3D,23/03/2020,7.7,0,7.7,
elevated,B,DPE,4D,23/03/2020,7.6,0,7.6,
elevated,B,ACY,1W,25/03/2020,7.2,0,7.2,
elevated,B,ACY,2W,25/03/2020,6.9,0.1,7,
elevated,B,ACY,3W,25/03/2020,7.2,0,7.2,
elevated,B,ACY,5W,25/03/2020,6.7,0.3,7,
elevated,B,ACY,6W,25/03/2020,7.5,0,7.5,
elevated,B,CAL,1W,25/03/2020,7.1,0.1,7.2,
elevated,B,CAL,2W,25/03/2020,,,,
elevated,B,CAL,3W,25/03/2020,7,0.2,7.2,
elevated,B,CAL,4W,25/03/2020,6.9,0.3,7.2,
elevated,B,CAL,5W,25/03/2020,7.4,0,7.4,
elevated,B,CAL,6W,25/03/2020,7.1,0.1,7.2,
elevated,B,ROF,1W,25/03/2020,7,0.3,7.3,
elevated,B,ROF,2W,25/03/2020,7,0.3,7.3,
elevated,B,ROF,3W,25/03/2020,7.2,0.2,7.3,
elevated,B,ROF,1D,25/03/2020,,,,
elevated,B,LST,1W,25/03/2020,7.7,0,7.7,
elevated,B,LST,2W,25/03/2020,7.4,0,7.4,
elevated,B,LST,4W,25/03/2020,7.2,0.1,7.3,
elevated,B,LST,1D,25/03/2020,7.4,0,7.4,
elevated,B,DPE,1W,25/03/2020,7.4,0,7.4,
elevated,B,DPE,2W,25/03/2020,6.9,0.4,7.3,
elevated,B,DPE,3W,25/03/2020,7.5,0,7.5,
elevated,B,DPE,4W,25/03/2020,7.3,0,7.3,
elevated,B,DPE,3D,25/03/2020,7.7,0,7.7,
elevated,B,DPE,4D,25/03/2020,7.6,0,7.6,
elevated,B,ACY,1W,28/03/2020,7.1,0,7.1,
elevated,B,ACY,2W,28/03/2020,6.9,0.1,7,
elevated,B,ACY,3W,28/03/2020,7.2,0,7.2,
elevated,B,ACY,5W,28/03/2020,6.5,0.5,7,
elevated,B,ACY,6W,28/03/2020,7.4,0,7.4,
elevated,B,CAL,1W,28/03/2020,7,0,7,
elevated,B,CAL,2W,28/03/2020,,,,
elevated,B,CAL,3W,28/03/2020,6.9,0.1,7,
elevated,B,CAL,4W,28/03/2020,6.7,0.3,7,
elevated,B,CAL,5W,28/03/2020,7.3,0,7.3,
elevated,B,CAL,6W,28/03/2020,7.1,0,7.1,
elevated,B,ROF,1W,28/03/2020,7,0.2,7.2,
elevated,B,ROF,2W,28/03/2020,6.9,0.3,7.2,
elevated,B,ROF,3W,28/03/2020,7,0.2,7.2,
elevated,B,ROF,1D,28/03/2020,,,,
elevated,B,LST,1W,28/03/2020,7.6,0,7.6,
elevated,B,LST,2W,28/03/2020,7.3,0,7.3,
elevated,B,LST,4W,28/03/2020,7.1,0.1,7.2,
elevated,B,LST,1D,28/03/2020,7.3,0,7.3,
elevated,B,DPE,1W,28/03/2020,7.4,0,7.4,
elevated,B,DPE,2W,28/03/2020,7,0.2,8.2,
elevated,B,DPE,3W,28/03/2020,7.4,0,7.4,
elevated,B,DPE,4W,28/03/2020,7.2,0,7.2,
elevated,B,DPE,3D,28/03/2020,7.7,0,7.7,
elevated,B,DPE,4D,28/03/2020,7.6,0,7.6,
elevated,B,ACY,1W,1/4/20,7,0,7,
elevated,B,ACY,2W,1/4/20,6.8,0.2,7,
elevated,B,ACY,3W,1/4/20,7.1,0,7.1,
elevated,B,ACY,5W,1/4/20,6.5,0.5,7,
elevated,B,ACY,6W,1/4/20,7.4,0,7.4,
elevated,B,CAL,1W,1/4/20,6.9,0.1,7,
elevated,B,CAL,2W,1/4/20,,,,
elevated,B,CAL,3W,1/4/20,6.7,0.3,7,
elevated,B,CAL,4W,1/4/20,6.6,0.4,7,
elevated,B,CAL,5W,1/4/20,7.2,0,7.2,
elevated,B,CAL,6W,1/4/20,6.9,0.1,7,
elevated,B,ROF,1W,1/4/20,6.9,0.3,7.2,
elevated,B,ROF,2W,1/4/20,6.9,0.3,7.2,
elevated,B,ROF,3W,1/4/20,7.1,0.1,7.2,
elevated,B,ROF,1D,1/4/20,,,,
elevated,B,LST,1W,1/4/20,7.6,0,7.6,
elevated,B,LST,2W,1/4/20,7.3,0,7.3,
elevated,B,LST,4W,1/4/20,7.1,0,7.1,
elevated,B,LST,1D,1/4/20,7.3,0,7.3,
elevated,B,DPE,1W,1/4/20,7.3,0,7.3,
elevated,B,DPE,2W,1/4/20,7,0.1,7.1,
elevated,B,DPE,3W,1/4/20,7.2,0,7.2,
elevated,B,DPE,4W,1/4/20,7.2,0,7.2,
elevated,B,DPE,3D,1/4/20,7.6,0,7.6,
elevated,B,DPE,4D,1/4/20,7.5,0,7.5,
elevated,B,ACY,1W,3/4/20,7,0.2,7.2,
elevated,B,ACY,2W,3/4/20,6.9,0.3,7.2,
elevated,B,ACY,3W,3/4/20,7.1,0,7.1,
elevated,B,ACY,5W,3/4/20,6.5,0.7,7.2,
elevated,B,ACY,6W,3/4/20,7.4,0,7.4,
elevated,B,CAL,1W,3/4/20,7,0.1,7.1,
elevated,B,CAL,2W,3/4/20,,,,
elevated,B,CAL,3W,3/4/20,6.8,0.3,7.1,
elevated,B,CAL,4W,3/4/20,6.7,0.4,7.1,
elevated,B,CAL,5W,3/4/20,7.2,0,7.2,
elevated,B,CAL,6W,3/4/20,6.9,0.2,7.1,
elevated,B,ROF,1W,3/4/20,7,0.1,7.1,
elevated,B,ROF,2W,3/4/20,6.9,0.2,7.1,
elevated,B,ROF,3W,3/4/20,7,0.1,7.1,
elevated,B,ROF,1D,3/4/20,,,,
elevated,B,LST,1W,3/4/20,7.6,0,7.6,
elevated,B,LST,2W,3/4/20,7.1,0,7.1,
elevated,B,LST,4W,3/4/20,7,0.1,7.1,
elevated,B,LST,1D,3/4/20,7.1,0,7.1,
elevated,B,DPE,1W,3/4/20,7.3,0,7.3,
elevated,B,DPE,2W,3/4/20,6.8,0.3,7.1,
elevated,B,DPE,3W,3/4/20,7.1,0,7.1,
elevated,B,DPE,4W,3/4/20,7.1,0,7.1,
elevated,B,DPE,3D,3/4/20,7.5,0,7.5,
elevated,B,DPE,4D,3/4/20,7.4,0,7.4,
elevated,B,ACY,1W,6/4/20,7.1,0,7.1,
elevated,B,ACY,2W,6/4/20,6.6,0.4,7,
elevated,B,ACY,3W,6/4/20,7.1,0,7.1,
elevated,B,ACY,5W,6/4/20,6.5,0.5,7,
elevated,B,ACY,6W,6/4/20,7.4,0,7.4,
elevated,B,CAL,1W,6/4/20,6.5,0.1,7,
elevated,B,CAL,2W,6/4/20,,,,
elevated,B,CAL,3W,6/4/20,6.9,0.1,7,
elevated,B,CAL,4W,6/4/20,6.6,0.4,7,
elevated,B,CAL,5W,6/4/20,7.2,0,7.2,
elevated,B,CAL,6W,6/4/20,7,0,7,
elevated,B,ROF,1W,6/4/20,6.9,0.1,7,
elevated,B,ROF,2W,6/4/20,6.9,0.1,7,
elevated,B,ROF,3W,6/4/20,6.9,0.1,7,
elevated,B,ROF,1D,6/4/20,,,,
elevated,B,LST,1W,6/4/20,7.5,0,7.5,
elevated,B,LST,2W,6/4/20,7.1,0,7.1,
elevated,B,LST,4W,6/4/20,7,0,7,
elevated,B,LST,1D,6/4/20,7.1,0,7.1,
elevated,B,DPE,1W,6/4/20,7.3,0,7.3,
elevated,B,DPE,2W,6/4/20,6.8,0.2,7,
elevated,B,DPE,3W,6/4/20,7,0,7,
elevated,B,DPE,4W,6/4/20,7.1,0,7.1,
elevated,B,DPE,3D,6/4/20,7.4,0,7.4,
elevated,B,DPE,4D,6/4/20,7.4,0,7.4,
elevated,B,ACY,1W,8/4/20,7.1,0,7.1,
elevated,B,ACY,2W,8/4/20,7.1,0,7.1,
elevated,B,ACY,3W,8/4/20,7.1,0,7.1,
elevated,B,ACY,5W,8/4/20,6.6,0.4,7,
elevated,B,ACY,6W,8/4/20,7.4,0,7.4,
elevated,B,CAL,1W,8/4/20,7,0,7,
elevated,B,CAL,2W,8/4/20,,,,
elevated,B,CAL,3W,8/4/20,6.9,0.1,7,
elevated,B,CAL,4W,8/4/20,6.8,0.2,7,
elevated,B,CAL,5W,8/4/20,7.2,0,7.2,
elevated,B,CAL,6W,8/4/20,6.9,0.1,7,
elevated,B,ROF,1W,8/4/20,6.9,0.1,7,
elevated,B,ROF,2W,8/4/20,6.9,0.1,7,
elevated,B,ROF,3W,8/4/20,6.9,0.1,7,
elevated,B,ROF,1D,8/4/20,,,,
elevated,B,LST,1W,8/4/20,7.5,0,7.5,
elevated,B,LST,2W,8/4/20,7.1,0,7.1,
elevated,B,LST,4W,8/4/20,7,0,7,
elevated,B,LST,1D,8/4/20,7.1,0,7.1,
elevated,B,DPE,1W,8/4/20,7.3,0,7.3,
elevated,B,DPE,2W,8/4/20,6.8,0.2,7,
elevated,B,DPE,3W,8/4/20,6.9,0.1,7,
elevated,B,DPE,4W,8/4/20,7.1,0,7.1,
elevated,B,DPE,3D,8/4/20,7.4,0,7.4,
elevated,B,DPE,4D,8/4/20,7.3,0,7.3,
elevated,B,ACY,1W,9/4/20,7,0,7,
elevated,B,ACY,2W,9/4/20,7,0,7,
elevated,B,ACY,3W,9/4/20,7.1,0,7.1,
elevated,B,ACY,5W,9/4/20,6.8,0.2,7,
elevated,B,ACY,6W,9/4/20,7.4,0,7.4,
elevated,B,CAL,1W,9/4/20,6.9,0.1,7,
elevated,B,CAL,2W,9/4/20,,,,
elevated,B,CAL,3W,9/4/20,6.9,0.1,7,
elevated,B,CAL,4W,9/4/20,6.8,0.2,7,
elevated,B,CAL,5W,9/4/20,7.2,0,7.2,
elevated,B,CAL,6W,9/4/20,6.9,0.1,7,
elevated,B,ROF,1W,9/4/20,6.9,0.1,7,
elevated,B,ROF,2W,9/4/20,6.8,0.2,7,
elevated,B,ROF,3W,9/4/20,6.9,0.1,7,
elevated,B,ROF,1D,9/4/20,,,,
elevated,B,LST,1W,9/4/20,7.5,0,7.5,
elevated,B,LST,2W,9/4/20,7,0,7,
elevated,B,LST,4W,9/4/20,7,0,7,
elevated,B,LST,1D,9/4/20,7.1,0,7.1,
elevated,B,DPE,1W,9/4/20,7.3,0,7.3,
elevated,B,DPE,2W,9/4/20,6.9,0.1,7,
elevated,B,DPE,3W,9/4/20,6.9,0.1,7,
elevated,B,DPE,4W,9/4/20,7.1,0,7.1,
elevated,B,DPE,3D,9/4/20,7.4,0,7.4,
elevated,B,DPE,4D,9/4/20,7.3,0,7.3,
elevated,B,ACY,1W,10/4/20,7,0,7,
elevated,B,ACY,2W,10/4/20,6.9,0.1,7,
elevated,B,ACY,3W,10/4/20,7,0,7,
elevated,B,ACY,5W,10/4/20,6.7,0.3,7,
elevated,B,ACY,6W,10/4/20,7.4,0,7,
elevated,B,CAL,1W,10/4/20,7,0,7,
elevated,B,CAL,2W,10/4/20,,,,
elevated,B,CAL,3W,10/4/20,6.9,0.1,7,
elevated,B,CAL,4W,10/4/20,6.8,0.2,7,
elevated,B,CAL,5W,10/4/20,7.1,0,7.1,
elevated,B,CAL,6W,10/4/20,7,0,7,
elevated,B,ROF,1W,10/4/20,6.9,0.1,7,
elevated,B,ROF,2W,10/4/20,6.9,0.1,7,
elevated,B,ROF,3W,10/4/20,7,0,7,
elevated,B,ROF,1D,10/4/20,,,,
