"greenhouse","species","plant_no","date","drought_phase","phase_day","total_day","start_pot_weight_kg","water.added.l","result_pot_weight_kg","water_lost_kg","days_since_water","water_lost_per_day_kg","start_swc_estimate","result_swc_estimate","plant","resprouter","co2","swc_diff","start_swc_standardized","result_swc_standardized","transpiration_g_day"
"A","ACY","1W",2020-02-28,"2",5,37,7.8,0.2,8,-0.2,1,-0.2,36.0169491525424,40.2542372881356,"AACY1W","R+","elevated",9.8207688691695,26.1961802833729,30.4334684189661,200
"A","ACY","1W",2020-03-02,"2",8,40,7.1,0.9,8,-0.9,3,-0.3,21.1864406779661,40.2542372881356,"AACY1W","R+","elevated",9.8207688691695,11.3656718087966,30.4334684189661,300
"A","ACY","1W",2020-03-28,"3",1,66,6.8,0.2,7,-0.2,3,-0.07,14.8305084745763,19.0677966101695,"AACY1W","R+","elevated",9.8207688691695,5.00973960540678,9.247027741,70
"A","ACY","1W",2020-03-05,"2",11,43,7.6,0.4,8,-0.4,1,-0.4,31.7796610169492,40.2542372881356,"AACY1W","R+","elevated",9.8207688691695,21.9588921477797,30.4334684189661,400
"A","ACY","1W",2020-03-06,"2",12,44,7.8,0.6,8.4,-0.2,1,-0.2,36.0169491525424,48.7288135593221,"AACY1W","R+","elevated",9.8207688691695,26.1961802833729,38.9080446901526,200
"A","ACY","1W",2020-03-09,"2",15,47,7.3,0.7,8,-1.1,3,-0.37,25.4237288135593,40.2542372881356,"AACY1W","R+","elevated",9.8207688691695,15.6029599443898,30.4334684189661,370
"A","ACY","1W",2020-02-24,"2",1,33,7.4,0.6,8,-1,3,-0.33,27.542372881356,40.2542372881356,"AACY1W","R+","elevated",9.8207688691695,17.7216040121865,30.4334684189661,330
"A","ACY","1W",2020-02-12,"1",17,21,8.7,0.3,9,-0.300000000000001,1,-0.3,55.0847457627119,61.4406779661017,"AACY1W","R+","elevated",9.8207688691695,45.2639768935424,51.6199090969322,300
"A","ACY","1W",2020-02-13,"1",18,22,8.7,0.3,9,-0.300000000000001,1,-0.3,55.0847457627119,61.4406779661017,"AACY1W","R+","elevated",9.8207688691695,45.2639768935424,51.6199090969322,300
"A","ACY","1W",2020-02-14,"1",19,23,8.7,0.3,9,-0.300000000000001,1,-0.3,55.0847457627119,61.4406779661017,"AACY1W","R+","elevated",9.8207688691695,45.2639768935424,51.6199090969322,300
"A","ACY","1W",2020-02-09,"1",14,18,8.6,0.4,9,-0.4,2,-0.2,52.9661016949153,61.4406779661017,"AACY1W","R+","elevated",9.8207688691695,43.1453328257458,51.6199090969322,200
"A","ACY","1W",2020-02-26,"2",3,35,7.8,0.2,8,-0.2,2,-0.1,36.0169491525424,40.2542372881356,"AACY1W","R+","elevated",9.8207688691695,26.1961802833729,30.4334684189661,100
"A","ACY","1W",2020-02-06,"1",11,15,8.8,0.2,9,-0.199999999999999,1,-0.2,57.2033898305085,61.4406779661017,"AACY1W","R+","elevated",9.8207688691695,47.382620961339,51.6199090969322,200
"A","ACY","1W",2020-02-07,"1",12,16,8.5,0.5,9,-0.5,1,-0.5,50.8474576271187,61.4406779661017,"AACY1W","R+","elevated",9.8207688691695,41.0266887579492,51.6199090969322,500
"A","ACY","1W",2020-02-10,"1",15,19,9,0,9,0,1,0,61.4406779661017,61.4406779661017,"AACY1W","R+","elevated",9.8207688691695,51.6199090969322,51.6199090969322,0
"A","ACY","1W",2020-02-11,"1",16,20,8.6,0.4,9,-0.4,1,-0.4,52.9661016949153,61.4406779661017,"AACY1W","R+","elevated",9.8207688691695,43.1453328257458,51.6199090969322,400
"A","ACY","2D",2020-02-03,"1",8,12,8.4,0.6,9,-0.6,3,-0.2,48.7288135593221,61.4406779661017,"AACY2D","R+","elevated",11.2026280711695,37.5261854881526,50.2380498949322,200
"A","ACY","2D",2020-01-30,"1",4,8,8.9,0.1,9,-0.0999999999999996,1,-0.1,59.3220338983051,61.4406779661017,"AACY2D","R+","elevated",11.2026280711695,48.1194058271356,50.2380498949322,100
"A","ACY","2D",2020-01-31,"1",5,9,8.8,0.2,9,-0.199999999999999,1,-0.2,57.2033898305085,61.4406779661017,"AACY2D","R+","elevated",11.2026280711695,46.000761759339,50.2380498949322,200
"A","ACY","2D",2020-04-08,"3",12,77,7,0,7,-0.0999999999999996,2,-0.05,19.0677966101695,19.0677966101695,"AACY2D","R+","elevated",11.2026280711695,7.865168539,7.865168539,50
"A","ACY","2D",2020-01-29,"1",3,7,8.8,0.2,9,-0.199999999999999,1,-0.2,57.2033898305085,61.4406779661017,"AACY2D","R+","elevated",11.2026280711695,46.000761759339,50.2380498949322,200
"A","ACY","2D",2020-02-06,"1",11,15,8.8,0.2,9,-0.199999999999999,1,-0.2,57.2033898305085,61.4406779661017,"AACY2D","R+","elevated",11.2026280711695,46.000761759339,50.2380498949322,200
"A","ACY","2D",2020-02-07,"1",12,16,8.8,0.2,9,-0.199999999999999,1,-0.2,57.2033898305085,61.4406779661017,"AACY2D","R+","elevated",11.2026280711695,46.000761759339,50.2380498949322,200
"A","ACY","2D",2020-02-09,"1",14,18,8.7,0.3,9,-0.300000000000001,2,-0.15,55.0847457627119,61.4406779661017,"AACY2D","R+","elevated",11.2026280711695,43.8821176915424,50.2380498949322,150
"A","ACY","2D",2020-01-28,"1",2,6,8.7,0.3,9,-0.300000000000001,1,-0.3,55.0847457627119,61.4406779661017,"AACY2D","R+","elevated",11.2026280711695,43.8821176915424,50.2380498949322,300
"A","ACY","2D",2020-01-27,"1",1,5,8.2,0.8,9,-0.800000000000001,3,-0.27,44.4915254237288,61.4406779661017,"AACY2D","R+","elevated",11.2026280711695,33.2888973525593,50.2380498949322,270
